STRATO	N	M1	M2	M3	M4	S1	S2	S3	S4	COST	CENS	DOM1	X1	X2	X3	X4	X5	X6
8*2*1*1*1*1	1	1078	1423	1675	1025	0	0	0	0	1	0	2	8	2	1	1	1	1
8*2*2*1*1*1	1	1273	1579	1772	687	0	0	0	0	1	0	2	8	2	2	1	1	1
8*2*2*1*2*1	1	1018	1272	1346	1171	0	0	0	0	1	0	2	8	2	2	1	2	1
8*2*2*1*2*2	1	1377	1569	1707	921	0	0	0	0	1	0	2	8	2	2	1	2	2
8*2*2*2*2*2	1	1128	1289	1492	814	0	0	0	0	1	0	2	8	2	2	2	2	2
8*2*3*1*2*1	1	1019	1118	1625	852	0	0	0	0	1	0	2	8	2	3	1	2	1
8*3*2*2*2*1	1	888	1019	1486	1103	0	0	0	0	1	0	2	8	3	2	2	2	1
8*3*3*2*2*2	1	1392	1382	1563	970	0	0	0	0	1	0	2	8	3	3	2	2	2
9*1*1*1*1*1	3	1365.33333333333	1742	2033.66666666667	1119.33333333333	104.907366545708	27.5801861245835	202.499931412883	284.648711377531	1	0	2	9	1	1	1	1	1
9*1*1*1*2*1	1	1250	1548	2091	997	0	0	0	0	1	0	2	9	1	1	1	2	1
9*1*2*1*2*2	1	1409	1512	2012	769	0	0	0	0	1	0	2	9	1	2	1	2	2
9*1*3*1*2*2	1	1600	2048	2266	798	0	0	0	0	1	0	2	9	1	3	1	2	2
9*2*2*1*2*1	1	1246	1233	2363	1051	0	0	0	0	1	0	2	9	2	2	1	2	1
9*2*2*1*2*2	1	1483	1855	2165	1250	0	0	0	0	1	0	2	9	2	2	1	2	2
9*2*3*1*2*2	1	1617	1653	2029	906	0	0	0	0	1	0	2	9	2	3	1	2	2
9*3*3*3*2*1	1	1887	1777	1970	1027	0	0	0	0	1	0	2	9	3	3	3	2	1
9*3*3*3*2*2	1	1679	2140	2031	1064	0	0	0	0	1	0	2	9	3	3	3	2	2
1*1*1*1*1*1	34	67.8823529411765	66.4705882352941	87.8823529411765	33.2941176470588	21.7590612712232	24.7733672152857	25.6901957791207	12.631728054119	1	0	3	1	1	1	1	1	1
10*1*1*1*1*1	1	1634	2437	2655	887	0	0	0	0	1	0	3	10	1	1	1	1	1
10*1*1*1*2*1	1	1625	2187	2539	1210	0	0	0	0	1	0	3	10	1	1	1	2	1
10*1*1*1*2*2	4	1746.25	2360	2706.25	1511	105.390642373979	184.099158064343	231.144300167666	220.148813305909	1	0	3	10	1	1	1	2	2
10*1*2*1*2*1	1	1885	2312	3027	1210	0	0	0	0	1	0	3	10	1	2	1	2	1
10*1*2*1*2*2	1	1846	2016	2279	1117	0	0	0	0	1	0	3	10	1	2	1	2	2
10*2*2*1*2*2	1	2018	2465	2739	1075	0	0	0	0	1	0	3	10	2	2	1	2	2
11*1*1*1*1*2	2	1997.5	3065.5	3268.5	1446.5	273.5	35.5	181.5	707.5	1	0	3	11	1	1	1	1	2
11*1*1*1*2*1	1	1922	2468	3485	1488	0	0	0	0	1	0	3	11	1	1	1	2	1
11*1*1*1*2*2	3	2248.33333333333	2778.66666666667	3449	1717.33333333333	153.588917424258	210.428663024366	356.017789817681	458.453438808736	1	0	3	11	1	1	1	2	2
11*1*2*1*2*2	1	2343	3055	3432	1475	0	0	0	0	1	0	3	11	1	2	1	2	2
11*2*2*1*2*2	1	2378	3266	3504	1525	0	0	0	0	1	0	3	11	2	2	1	2	2
12*1*1*1*2*1	1	2510	3692	4950	2825	0	0	0	0	1	0	3	12	1	1	1	2	1
12*1*1*1*2*3	1	3198	4302	5256	2148	0	0	0	0	1	0	3	12	1	1	1	2	3
12*1*2*1*2*2	1	3303	3862	4284	1880	0	0	0	0	1	0	3	12	1	2	1	2	2
12*2*1*1*2*2	1	2781	3932	4153	2064	0	0	0	0	1	0	3	12	2	1	1	2	2
13*1*1*1*2*1	2	3737.5	4777	6481.5	4124	301.5	586	615.5	919	1	0	3	13	1	1	1	2	1
13*1*1*1*2*2	3	3231	4809.33333333333	6092.66666666667	3175	287.815913389097	66.6149799636355	838.849344174639	210.698837206094	1	0	3	13	1	1	1	2	2
13*2*1*1*2*2	1	3211	5656	5191	2212	0	0	0	0	1	0	3	13	2	1	1	2	2
13*2*1*1*2*3	1	3502	4113	5939	3100	0	0	0	0	1	0	3	13	2	1	1	2	3
17*1*1*1*3*3	1	28161	50349	53734	34314	0	0	0	0	1	0	3	17	1	1	1	3	3
2*1*1*1*1*1	46	151.391304347826	156.891304347826	193.021739130435	65.8695652173913	36.0256419916061	40.8694784920449	39.2774352359539	19.0212794975524	1	0	3	2	1	1	1	1	1
2*1*2*1*1*1	8	148.875	150.375	190.25	82.625	33.8320761260671	31.1766639491784	41.0997262764608	11.7785557264038	1	0	3	2	1	2	1	1	1
2*2*2*1*1*1	2	200.5	175.5	223	107.5	2.5	6.5	23	0.5	1	0	3	2	2	2	1	1	1
3*1*1*1*1*1	36	250.805555555556	272.972222222222	320.888888888889	111.305555555556	48.8158782481254	51.1031017275159	54.8967605691598	37.3956469870525	1	0	3	3	1	1	1	1	1
3*1*1*1*1*2	2	278	221.5	298.5	104	42	31.5	33.5	11	1	0	3	3	1	1	1	1	2
3*1*2*1*1*1	12	263	249.333333333333	293.333333333333	110.166666666667	37.7447568102732	42.0878710424855	29.9007617888835	12.5022220247265	1	0	3	3	1	2	1	1	1
3*2*1*1*1*1	1	275	309	373	192	0	0	0	0	1	0	3	3	2	1	1	1	1
3*2*2*1*1*1	3	279.333333333333	295.666666666667	344.666666666667	141	32.2628096868343	33.9050963065371	14.8847423745107	25.4689353265241	1	0	3	3	2	2	1	1	1
4*1*1*1*1*1	40	369.525	391.35	489.575	158.425	52.2800093247888	59.6856557306695	72.3404753578521	39.0383705474499	1	0	3	4	1	1	1	1	1
4*1*1*1*1*2	2	379.5	464.5	510	150.5	54.5	65.5	78	47.5	1	0	3	4	1	1	1	1	2
4*1*2*1*1*1	11	354.636363636364	375.818181818182	458.363636363636	174.454545454545	42.0114112793887	60.2416620889536	74.9718404436234	50.3828319178876	1	0	3	4	1	2	1	1	1
4*2*1*1*1*1	1	409	457	513	229	0	0	0	0	1	0	3	4	2	1	1	1	1
5*1*1*1*1*1	17	554.117647058824	614.117647058824	767.294117647059	292.235294117647	71.7322491696326	89.3498624726162	91.9678746378208	55.1687565158191	1	0	3	5	1	1	1	1	1
5*1*1*1*1*2	3	483.333333333333	626.666666666667	642.666666666667	231.666666666667	70.6839601481285	59.695523748063	36.0030862874591	19.4821855949366	1	0	3	5	1	1	1	1	2
5*1*2*1*1*1	9	576.333333333333	601.777777777778	685.555555555556	269.444444444444	68.3406500147931	70.1930319076977	42.874781790468	43.6249447274049	1	0	3	5	1	2	1	1	1
5*2*1*1*1*1	1	410	463	612	304	0	0	0	0	1	0	3	5	2	1	1	1	1
5*2*2*1*1*1	1	542	637	654	221	0	0	0	0	1	0	3	5	2	2	1	1	1
6*1*1*1*1*1	10	682.5	814.6	1025.7	450.5	98.6582485147593	95.9929164053265	137.306263513359	92.2336706414745	1	0	3	6	1	1	1	1	1
6*1*1*1*1*2	6	731.333333333333	840.166666666667	1029.33333333333	405.166666666667	82.4735647882938	85.5656018632617	99.9744411781776	83.8697733923783	1	0	3	6	1	1	1	1	2
6*1*2*1*1*1	5	765.2	778.6	988.8	360.8	60.538913105539	120.589551786214	113.425570309344	75.4808585006821	1	0	3	6	1	2	1	1	1
6*1*3*1*1*2	1	949	981	962	390	0	0	0	0	1	0	3	6	1	3	1	1	2
6*2*2*1*1*1	1	691	742	871	437	0	0	0	0	1	0	3	6	2	2	1	1	1
7*1*1*1*1*1	10	956.2	1149.5	1410.3	466.7	95.5790772083514	139.718466925457	119.614422207358	109.124745131432	1	0	3	7	1	1	1	1	1
7*1*1*1*1*2	6	939.666666666667	1056.5	1255.66666666667	483.166666666667	56.7235009106063	62.0584401995409	91.4743437011469	123.273972201038	1	0	3	7	1	1	1	1	2
7*1*2*1*1*1	1	1264	1131	1437	430	0	0	0	0	1	0	3	7	1	2	1	1	1
7*1*2*1*1*2	1	1034	1187	1284	523	0	0	0	0	1	0	3	7	1	2	1	1	2
8*1*1*1*1*1	2	1136.5	1431	1727	574.5	18.5	122	39	40.5	1	0	3	8	1	1	1	1	1
8*1*1*1*1*2	4	1305.75	1509.25	1698.75	728.75	102.294611295024	118.636788139261	130.304211367093	129.233074326969	1	0	3	8	1	1	1	1	2
8*1*1*1*2*1	1	1098	1366	2122	922	0	0	0	0	1	0	3	8	1	1	1	2	1
8*1*1*1*2*2	1	1177	1507	1816	825	0	0	0	0	1	0	3	8	1	1	1	2	2
8*1*2*1*1*1	1	1141	1360	1773	519	0	0	0	0	1	0	3	8	1	2	1	1	1
8*1*2*1*1*2	1	1256	1566	1605	652	0	0	0	0	1	0	3	8	1	2	1	1	2
8*1*2*1*2*1	1	1221	1426	1515	653	0	0	0	0	1	0	3	8	1	2	1	2	1
8*2*1*1*1*2	1	1110	1423	1601	723	0	0	0	0	1	0	3	8	2	1	1	1	2
8*2*2*1*2*1	1	1139	1374	1756	756	0	0	0	0	1	0	3	8	2	2	1	2	1
9*1*1*1*1*1	1	1511	1875	2040	702	0	0	0	0	1	0	3	9	1	1	1	1	1
9*1*1*1*1*2	3	1434.33333333333	1836	2002.33333333333	932.666666666667	120.643644212569	87.1320836431679	75.9400348228054	178.945677666591	1	0	3	9	1	1	1	1	2
9*1*1*1*2*2	2	1453	1977.5	2069	958	124	49.5	182	73	1	0	3	9	1	1	1	2	2
9*1*2*1*2*2	2	1612	1893	2235	967	6	54	146	64	1	0	3	9	1	2	1	2	2
9*2*2*1*2*1	1	1507	1655	2024	929	0	0	0	0	1	0	3	9	2	2	1	2	1
1*1*1*1*1*1	2	81.5	86.5	94.5	46	4.5	3.5	18.5	14	1	0	4	1	1	1	1	1	1
10*1*1*1*2*1	2	1448.5	2124	2744.5	1455.5	209.5	242	95.5	28.5	1	0	4	10	1	1	1	2	1
10*1*2*1*1*2	1	1965	2485	2589	550	0	0	0	0	1	0	4	10	1	2	1	1	2
10*1*2*1*2*1	3	1842.33333333333	2094	2857.66666666667	998.666666666667	51.8030458134998	216.819433323369	333.098917573878	69.9253570284454	1	0	4	10	1	2	1	2	1
10*1*2*1*2*2	2	1829.5	2387	2610	803	68.5	18	80	52	1	0	4	10	1	2	1	2	2
10*1*3*1*2*1	1	2301	2468	2964	952	0	0	0	0	1	0	4	10	1	3	1	2	1
10*2*3*1*2*2	1	2204	2280	2572	1365	0	0	0	0	1	0	4	10	2	3	1	2	2
11*1*1*1*2*1	1	1931	2847	4047	2837	0	0	0	0	1	0	4	11	1	1	1	2	1
11*1*1*1*2*2	2	2307	3065	3290.5	1448	264	147	139.5	143	1	0	4	11	1	1	1	2	2
11*1*2*1*2*1	3	2342	2999	4006.33333333333	1786.33333333333	125.780231621136	135.774322560146	248.540182309063	279.824151129876	1	0	4	11	1	2	1	2	1
11*1*2*1*2*2	2	2429	2925.5	3268.5	1330	173	150.5	96.5	59	1	0	4	11	1	2	1	2	2
11*2*3*1*2*2	1	2250	2577	3121	1209	0	0	0	0	1	0	4	11	2	3	1	2	2
12*1*1*1*2*1	1	2238	4225	3984	1615	0	0	0	0	1	0	4	12	1	1	1	2	1
12*1*1*1*2*2	2	2483	4025	4105.5	2034	202	405	41.5	60	1	0	4	12	1	1	1	2	2
12*1*2*1*2*1	1	2212	2964	4409	2899	0	0	0	0	1	0	4	12	1	2	1	2	1
12*1*2*1*2*2	1	3333	4796	4893	1048	0	0	0	0	1	0	4	12	1	2	1	2	2
12*1*2*1*2*3	1	3280	5040	5176	1602	0	0	0	0	1	0	4	12	1	2	1	2	3
12*2*2*1*2*2	1	3229	4295	4770	1705	0	0	0	0	1	0	4	12	2	2	1	2	2
12*2*3*1*2*2	1	2916	4598	5068	1909	0	0	0	0	1	0	4	12	2	3	1	2	2
13*1*1*1*2*1	2	3083	4716	5564	2450.5	110	19	100	20.5	1	0	4	13	1	1	1	2	1
13*1*2*1*2*2	3	3918.66666666667	5726.66666666667	6093.66666666667	2522	441.083766294894	250.020443608562	417.598158786916	260.26140705068	1	0	4	13	1	2	1	2	2
13*2*2*1*2*2	1	3600	5226	5949	2657	0	0	0	0	1	0	4	13	2	2	1	2	2
14*1*1*1*2*2	1	4549	6828	6990	2986	0	0	0	0	1	0	4	14	1	1	1	2	2
14*1*2*1*2*2	1	4241	7531	7485	2959	0	0	0	0	1	0	4	14	1	2	1	2	2
14*2*3*1*2*2	1	6341	9001	9564	3665	0	0	0	0	1	0	4	14	2	3	1	2	2
16*3*3*1*3*3	1	18942	28958	27696	14887	0	0	0	0	1	0	4	16	3	3	1	3	3
18*3*2*1*3*3	1	57324	131422	108178	66349	0	0	0	0	1	0	4	18	3	2	1	3	3
2*1*1*1*1*1	12	144.333333333333	149.583333333333	181.916666666667	58.1666666666667	28.8800200061488	30.1923233436728	28.5612159327217	13.4091593903405	1	0	4	2	1	1	1	1	1
2*1*2*1*1*1	9	177.222222222222	156.888888888889	211.777777777778	72.8888888888889	33.4590222935385	23.2495851549343	37.6084440216342	9.19473816247876	1	0	4	2	1	2	1	1	1
3*1*1*1*1*1	7	227.285714285714	283.142857142857	349.285714285714	110.428571428571	25.7887809810738	57.7443344689789	66.9705997023305	16.2994929181173	1	0	4	3	1	1	1	1	1
3*1*2*1*1*1	11	268.545454545455	252.727272727273	321.454545454545	120.181818181818	35.2171539719537	35.2267741900207	38.1536692775262	29.1448363797656	1	0	4	3	1	2	1	1	1
4*1*1*1*1*1	10	386.5	408.4	523.1	177.7	53.623222581266	76.4646323472493	52.5498810655172	66.4289846377317	1	0	4	4	1	1	1	1	1
4*1*2*1*1*1	6	378.333333333333	370.833333333333	518.666666666667	168.5	19.2411595862157	66.8241889005936	77.4051390771669	37.4733238451035	1	0	4	4	1	2	1	1	1
5*1*1*1*1*1	10	562.2	615.4	771.1	233.4	69.8567104865381	94.6986800330395	86.5279723557648	45.6797548154541	1	0	4	5	1	1	1	1	1
5*1*1*1*1*2	1	455	562	650	185	0	0	0	0	1	0	4	5	1	1	1	1	2
5*1*2*1*1*1	6	477.666666666667	513.833333333333	687.5	231.666666666667	30.4065051519499	88.7983045383688	117.448925069581	20.0138840697041	1	0	4	5	1	2	1	1	1
5*3*2*1*1*1	1	610	519	601	231	0	0	0	0	1	0	4	5	3	2	1	1	1
6*1*1*1*1*1	6	674.666666666667	853	1104	383.166666666667	90.0586228828509	99.694533450937	115.070992579943	91.2348922044387	1	0	4	6	1	1	1	1	1
6*1*1*1*1*2	1	746	1172	1110	233	0	0	0	0	1	0	4	6	1	1	1	1	2
6*1*2*1*1*1	7	764.714285714286	785.142857142857	1089.71428571429	324.571428571429	79.7383476229139	46.9845827948718	98.7807301707232	58.292016466009	1	0	4	6	1	2	1	1	1
6*1*2*1*1*2	1	967	992	1040	396	0	0	0	0	1	0	4	6	1	2	1	1	2
6*2*2*1*1*1	1	561	727	1083	237	0	0	0	0	1	0	4	6	2	2	1	1	1
7*1*1*1*1*1	5	850	1113.6	1352.4	493.6	108.133251130261	213.79579041693	99.2906843565901	87.174766991372	1	0	4	7	1	1	1	1	1
7*1*1*1*1*2	1	1094	1404	1392	292	0	0	0	0	1	0	4	7	1	1	1	1	2
7*1*2*1*1*1	7	1023.42857142857	1132.14285714286	1379.57142857143	421.857142857143	67.5951332628047	148.936639041505	87.4281045739169	87.9714703289466	1	0	4	7	1	2	1	1	1
7*1*2*1*1*2	1	1087	1173	1430	382	0	0	0	0	1	0	4	7	1	2	1	1	2
7*2*2*1*1*1	1	1170	1084	1333	504	0	0	0	0	1	0	4	7	2	2	1	1	1
7*2*2*1*1*2	2	1050.5	1041	1280	554.5	163.5	77	101	8.5	1	0	4	7	2	2	1	1	2
7*2*3*1*1*1	1	1116	1141	1462	453	0	0	0	0	1	0	4	7	2	3	1	1	1
8*1*1*1*1*1	6	1045.66666666667	1280.33333333333	1761	753.333333333333	149.939617476132	154.111071056632	61.6846820531645	194.565041966833	1	0	4	8	1	1	1	1	1
8*1*1*1*1*2	1	1224	1531	1635	492	0	0	0	0	1	0	4	8	1	1	1	1	2
8*1*1*1*2*1	1	903	1043	1738	866	0	0	0	0	1	0	4	8	1	1	1	2	1
8*1*2*1*1*1	4	1133	1430.75	1648.25	507.25	94.8973129229695	260.8470576794	80.9764626295814	177.009004008271	1	0	4	8	1	2	1	1	1
8*1*2*1*1*2	2	1223	1520	1675	610	64	232	166	190	1	0	4	8	1	2	1	1	2
8*1*2*1*2*1	2	1106.5	1490.5	2073.5	804.5	69.5	154.5	31.5	77.5	1	0	4	8	1	2	1	2	1
8*1*2*1*2*2	1	1358	1431	1963	672	0	0	0	0	1	0	4	8	1	2	1	2	2
9*1*1*1*1*1	2	1349	1792.5	2036.5	750.5	195	64.5	63.5	273.5	1	0	4	9	1	1	1	1	1
9*1*1*1*1*2	1	1285	1871	2232	893	0	0	0	0	1	0	4	9	1	1	1	1	2
9*1*1*1*2*1	3	1394.66666666667	1822.33333333333	2425.33333333333	883	37.7211994624891	73.7623812582599	149.653674269034	120.915948768831	1	0	4	9	1	1	1	2	1
9*1*2*1*2*1	1	1529	1690	2010	853	0	0	0	0	1	0	4	9	1	2	1	2	1
1*1*1*1*1*1	79	44.8987341772152	40.3544303797468	52.5316455696203	30.6708860759494	25.7321130878774	25.6204220237593	28.8114057245346	17.5085668137942	1	0	5	1	1	1	1	1	1
1*1*1*2*1*1	14	25.2142857142857	24.1428571428571	34.2142857142857	20.4285714285714	17.1596643799537	17.2827624398133	24.2816173014795	12.720704639705	1	0	5	1	1	1	2	1	1
1*1*1*3*1*1	2	49.5	55	69.5	52.5	13.5	3	0.5	5.5	1	0	5	1	1	1	3	1	1
1*1*2*3*1*1	1	40	30	52	38	0	0	0	0	1	0	5	1	1	2	3	1	1
1*2*1*1*1*1	18	34.5555555555556	36.1666666666667	48.7777777777778	32.3333333333333	20.0727073472144	16.6140837176709	22.6606745892417	15.4272486205415	1	0	5	1	2	1	1	1	1
1*2*1*2*1*1	15	48.9333333333333	46.4666666666667	67.5333333333333	42.9333333333333	22.4632044810075	25.1472110227401	32.54507984661	18.5525080664463	1	0	5	1	2	1	2	1	1
1*2*1*3*1*1	2	76	68.5	108.5	62	12	2.5	3.5	1	1	0	5	1	2	1	3	1	1
1*2*2*1*1*1	1	78	64	102	50	0	0	0	0	1	0	5	1	2	2	1	1	1
1*3*1*1*1*1	2	38.5	59.5	81.5	66	25.5	39.5	30.5	18	1	0	5	1	3	1	1	1	1
1*3*2*3*1*1	1	92	61	89	66	0	0	0	0	1	0	5	1	3	2	3	1	1
10*1*1*1*1*1	2	1626.5	2542	2407	1458.5	249.5	33	212	118.5	1	0	5	10	1	1	1	1	1
10*1*1*1*2*2	2	1997.5	2312	2505	1141	33.5	34	233	252	1	0	5	10	1	1	1	2	2
10*1*2*1*1*2	1	2001	2019	2319	889	0	0	0	0	1	0	5	10	1	2	1	1	2
10*1*2*1*2*1	1	2048	1988	2640	819	0	0	0	0	1	0	5	10	1	2	1	2	1
10*1*2*1*2*2	1	2107	2357	2864	1158	0	0	0	0	1	0	5	10	1	2	1	2	2
10*1*3*1*2*2	1	1944	2044	2450	863	0	0	0	0	1	0	5	10	1	3	1	2	2
10*2*3*1*2*2	3	2218	2229.66666666667	2302.33333333333	1124.33333333333	131.957063724026	45.0653845971483	137.48777723452	174.015963507822	1	0	5	10	2	3	1	2	2
10*3*3*3*2*2	1	2210	2338	2251	1038	0	0	0	0	1	0	5	10	3	3	3	2	2
11*1*1*1*2*2	2	2116.5	2497	3084.5	1819.5	72.5	127	255.5	131.5	1	0	5	11	1	1	1	2	2
11*1*2*1*2*2	3	2344	2866	3016	1499	169.705627484771	195.903037240365	205.359846773089	167.531091641721	1	0	5	11	1	2	1	2	2
11*1*3*1*2*2	1	3008	3283	3378	1688	0	0	0	0	1	0	5	11	1	3	1	2	2
11*2*3*1*2*2	1	2734	2951	3168	1528	0	0	0	0	1	0	5	11	2	3	1	2	2
11*3*3*3*2*2	1	2537	3630	3805	1445	0	0	0	0	1	0	5	11	3	3	3	2	2
12*1*1*1*2*2	1	3043	3643	4002	2218	0	0	0	0	1	0	5	12	1	1	1	2	2
12*1*2*1*2*2	1	3246	3353	3755	1623	0	0	0	0	1	0	5	12	1	2	1	2	2
13*1*1*1*2*2	2	3616.5	4994.5	5383.5	2760.5	141.5	79.5	180.5	38.5	1	0	5	13	1	1	1	2	2
13*1*3*1*2*2	1	4165	5007	5235	2398	0	0	0	0	1	0	5	13	1	3	1	2	2
13*2*2*1*2*2	1	4017	5001	5939	1990	0	0	0	0	1	0	5	13	2	2	1	2	2
13*2*3*1*2*2	1	3804	4487	5049	2542	0	0	0	0	1	0	5	13	2	3	1	2	2
14*2*3*1*2*3	1	5088	6671	6976	3219	0	0	0	0	1	0	5	14	2	3	1	2	3
15*2*2*1*2*3	2	6920	9815	10760.5	5813	37	472	179.5	575	1	0	5	15	2	2	1	2	3
16*2*3*1*3*3	1	14337	24309	21334	12646	0	0	0	0	1	0	5	16	2	3	1	3	3
2*1*1*1*1*1	28	135.321428571429	133.25	163.642857142857	72.1785714285714	28.0853972878492	32.8846740247533	31.9723254055243	20.3418175396479	1	0	5	2	1	1	1	1	1
2*1*2*1*1*1	7	175.571428571429	152.714285714286	170.428571428571	73.8571428571429	39.5541478513303	40.5205918928505	45.6754299154281	22.5922146604822	1	0	5	2	1	2	1	1	1
2*1*2*2*1*1	1	121	122	189	72	0	0	0	0	1	0	5	2	1	2	2	1	1
2*2*1*1*1*1	9	141.555555555556	154.555555555556	186	83.8888888888889	34.075442806648	30.5945206100378	34.4899341193276	21.1315690348952	1	0	5	2	2	1	1	1	1
2*2*1*2*1*1	15	127.8	116.666666666667	160.266666666667	95.1333333333333	34.2640725347508	39.0122487887529	43.1176169203365	25.7393775285176	1	0	5	2	2	1	2	1	1
2*2*2*1*1*1	1	171	155	212	106	0	0	0	0	1	0	5	2	2	2	1	1	1
2*3*1*1*1*1	1	138	204	215	99	0	0	0	0	1	0	5	2	3	1	1	1	1
2*3*1*2*1*1	2	119	108.5	137.5	103	2	8.5	23.5	32	1	0	5	2	3	1	2	1	1
2*3*1*3*1*1	1	127	139	154	100	0	0	0	0	1	0	5	2	3	1	3	1	1
2*3*2*2*1*1	1	80	101	124	87	0	0	0	0	1	0	5	2	3	2	2	1	1
2*3*2*3*1*1	2	138	142	157.5	92.5	20	51	20.5	1.5	1	0	5	2	3	2	3	1	1
3*1*1*1*1*1	16	249.9375	233.375	306.0625	132.25	45.8632052276114	40.8883770159687	52.6159062808007	40.0351408140399	1	0	5	3	1	1	1	1	1
3*1*2*1*1*1	15	302.866666666667	263.133333333333	310	122.133333333333	47.2805339319353	38.6399907982506	35.7230084586018	20.522724532143	1	0	5	3	1	2	1	1	1
3*1*3*1*1*1	2	358	287	299	149.5	40	3	12	21.5	1	0	5	3	1	3	1	1	1
3*2*1*1*1*1	5	202.2	235	285.6	137.8	28.6104875875963	15.4790180567115	46.1328516352501	30.6815905715463	1	0	5	3	2	1	1	1	1
3*2*1*2*1*1	6	213.333333333333	285	338.666666666667	129.166666666667	56.6352854283931	57.6859312715559	71.8230851158286	42.1363527399112	1	0	5	3	2	1	2	1	1
3*2*1*3*1*1	2	189.5	222	258.5	144	2.5	20	29.5	64	1	0	5	3	2	1	3	1	1
3*2*2*1*1*1	3	332.666666666667	285	329.666666666667	143.666666666667	15.1730755689881	23.6220236220354	44.5146667465405	8.80656320908194	1	0	5	3	2	2	1	1	1
3*2*2*2*1*1	2	307	275.5	356	210	5	17.5	10	26	1	0	5	3	2	2	2	1	1
3*2*2*3*1*1	2	201	175.5	245.5	148	5	19.5	9.5	15	1	0	5	3	2	2	3	1	1
3*2*3*1*1*1	1	333	201	265	145	0	0	0	0	1	0	5	3	2	3	1	1	1
3*3*1*1*1*1	1	281	315	443	128	0	0	0	0	1	0	5	3	3	1	1	1	1
3*3*2*2*1*1	1	230	245	335	149	0	0	0	0	1	0	5	3	3	2	2	1	1
3*3*2*3*1*1	1	220	221	288	136	0	0	0	0	1	0	5	3	3	2	3	1	1
4*1*1*1*1*1	11	385.818181818182	409.818181818182	482.272727272727	208	52.7770924512075	50.2571897738716	85.3996922594955	58.0642277607698	1	0	5	4	1	1	1	1	1
4*1*2*1*1*1	18	413.111111111111	377.888888888889	424.333333333333	189	44.9071744934777	42.5778879608874	63.7460238411429	45.0160465217065	1	0	5	4	1	2	1	1	1
4*1*3*1*1*1	2	447.5	383	425	150.5	43.5	21	43	13.5	1	0	5	4	1	3	1	1	1
4*2*1*1*1*1	1	340	322	401	138	0	0	0	0	1	0	5	4	2	1	1	1	1
4*2*1*2*1*1	1	298	494	437	124	0	0	0	0	1	0	5	4	2	1	2	1	1
4*2*1*3*1*1	1	456	318	403	176	0	0	0	0	1	0	5	4	2	1	3	1	1
4*2*2*1*1*1	2	426.5	370.5	503.5	211	53.5	71.5	66.5	19	1	0	5	4	2	2	1	1	1
4*2*2*2*1*1	6	386.333333333333	354	402	234	79.6066719705216	36.3684845252956	43.5813415733538	40.751278098566	1	0	5	4	2	2	2	1	1
4*2*2*3*1*1	1	322	440	528	235	0	0	0	0	1	0	5	4	2	2	3	1	1
4*2*3*1*1*1	4	465.75	387	438.25	208.5	44.4543304977142	49.0255035670211	44.818383504986	27.5726313579245	1	0	5	4	2	3	1	1	1
4*3*1*1*1*1	1	231	310	388	273	0	0	0	0	1	0	5	4	3	1	1	1	1
4*3*1*3*1*1	1	215	323	387	276	0	0	0	0	1	0	5	4	3	1	3	1	1
4*3*2*2*1*1	3	348	331.666666666667	408.666666666667	280.333333333333	41.2148840428633	71.7696933871734	33.1695978604237	48.1756047070391	1	0	5	4	3	2	2	1	1
4*3*2*3*1*1	1	528	458	511	257	0	0	0	0	1	0	5	4	3	2	3	1	1
5*1*1*1*1*1	9	546.333333333333	617.666666666667	630.222222222222	302.888888888889	50.8702052067591	103.574986255262	95.5437977262293	89.223121622698	1	0	5	5	1	1	1	1	1
5*1*2*1*1*1	13	607.846153846154	582.153846153846	685.769230769231	253.230769230769	59.1410909525116	90.7556704342838	91.299299724464	64.2101763395969	1	0	5	5	1	2	1	1	1
5*1*3*1*1*1	5	651	567	643.4	273.2	43.3220498129994	35.4795715870415	22.922478051031	24.4327648865207	1	0	5	5	1	3	1	1	1
5*2*1*1*1*1	2	640	648.5	694	248.5	53	59.5	73	16.5	1	0	5	5	2	1	1	1	1
5*2*1*2*1*1	1	396	873	721	201	0	0	0	0	1	0	5	5	2	1	2	1	1
5*2*1*2*1*2	1	606	625	641	221	0	0	0	0	1	0	5	5	2	1	2	1	2
5*2*2*1*1*1	3	515	483	613.333333333333	284	14.5143607047182	53.4852004452322	45.6386775541195	74.9577658863087	1	0	5	5	2	2	1	1	1
5*2*2*2*1*1	1	534	650	761	423	0	0	0	0	1	0	5	5	2	2	2	1	1
5*2*3*1*1*1	2	619	458.5	619.5	323	138	48.5	55.5	1	1	0	5	5	2	3	1	1	1
5*2*3*2*1*1	1	599	441	571	390	0	0	0	0	1	0	5	5	2	3	2	1	1
5*3*1*1*1*1	1	401	606	725	376	0	0	0	0	1	0	5	5	3	1	1	1	1
5*3*2*2*1*1	2	583.5	509	615.5	345.5	21.5	13	86.5	66.5	1	0	5	5	3	2	2	1	1
5*3*2*3*1*1	1	465	582	690	385	0	0	0	0	1	0	5	5	3	2	3	1	1
5*3*3*2*1*1	1	653	591	698	394	0	0	0	0	1	0	5	5	3	3	2	1	1
6*1*1*1*1*1	4	742.25	767.25	1006.75	517.5	71.0505981677846	69.7652313118791	82.5178011098211	127.37837336063	1	0	5	6	1	1	1	1	1
