DOMAINVALUE	STRATUM	PROGR	REG	X1	X2	X3	X4	X5	X6	ID	Y1	Y2	Y3	Y4	LABEL
1	2*1*1*1*1*1	1969	1	2	1	1	1	1	1	Betten	81	135	162	71	11
1	2*1*1*1*1*1	2105	1	2	1	1	1	1	1	Ropraz	97	101	116	59	11
1	2*1*1*1*1*1	1810	1	2	1	1	1	1	1	Mex (VD)	115	153	216	63	11
1	2*1*1*1*1*1	2081	1	2	1	1	1	1	1	Signy-Avenex	88	120	138	44	11
1	2*1*1*1*1*1	1676	1	2	1	1	1	1	1	Champagne	180	191	194	88	11
1	2*1*1*1*1*1	1841	1	2	1	1	1	1	1	Cheseaux-Noreaz	113	113	215	87	11
1	2*1*1*1*1*1	1706	1	2	1	1	1	1	1	Fechy	153	181	219	79	11
1	2*1*1*1*1*1	1827	1	2	1	1	1	1	1	Valeyres-sous-Montagny	125	136	186	87	11
1	2*1*1*1*1*1	1615	1	2	1	1	1	1	1	Lavigny	201	208	221	71	11
1	2*1*1*1*1*1	1575	1	2	1	1	1	1	1	Vich	212	211	261	50	11
1	2*1*1*1*1*1	1967	1	2	1	1	1	1	1	Vissoie	127	123	145	56	11
1	2*1*1*1*1*1	2022	1	2	1	1	1	1	1	Dully	93	118	151	52	11
1	2*1*1*1*1*1	1792	1	2	1	1	1	1	1	Villette (Lavaux)	140	147	198	79	11
1	2*1*1*1*1*1	1708	1	2	1	1	1	1	1	Vufflens-le-Chateau	168	160	226	77	11
1	2*1*1*1*1*1	1875	1	2	1	1	1	1	1	Villars-Burquin	125	100	187	92	11
1	2*1*1*1*1*1	2091	1	2	1	1	1	1	1	Eggerberg	105	100	122	55	11
1	2*1*1*1*1*1	2093	1	2	1	1	1	1	1	Saint-Saphorin-sur-Morges	123	125	92	41	11
1	2*1*1*1*1*1	2062	1	2	1	1	1	1	1	Onnens (VD)	99	123	124	51	11
1	2*1*1*1*1*1	1745	1	2	1	1	1	1	1	Varen	120	151	234	97	11
1	2*1*1*1*1*1	2042	1	2	1	1	1	1	1	Montcherand	120	111	127	46	11
1	2*1*1*1*1*1	2044	1	2	1	1	1	1	1	Randa	112	123	118	51	11
1	2*1*1*1*1*1	1678	1	2	1	1	1	1	1	Lalden	193	181	181	96	11
1	2*1*1*1*1*1	2074	1	2	1	1	1	1	1	Russin	100	101	143	48	11
1	2*1*1*1*1*1	1736	1	2	1	1	1	1	1	Montagny-pres-Yverdon	168	167	205	66	11
1	2*1*1*1*1*1	1993	1	2	1	1	1	1	1	Romainmotier-Envy	99	99	149	88	11
1	2*1*1*1*1*1	1845	1	2	1	1	1	1	1	Morel	120	133	163	108	11
1	2*1*1*1*1*1	1799	1	2	1	1	1	1	1	Faoug	150	151	187	71	11
1	2*1*1*1*1*1	1848	1	2	1	1	1	1	1	Bursins	118	158	178	68	11
1	2*1*1*1*1*1	1968	1	2	1	1	1	1	1	Chavannes-des-Bois	137	104	184	25	11
1	2*1*1*1*1*1	2087	1	2	1	1	1	1	1	Chevroux	111	93	121	58	11
1	2*1*1*1*1*1	1797	1	2	1	1	1	1	1	Villars-sous-Yens	187	172	154	47	11
1	2*1*1*1*1*1	1749	1	2	1	1	1	1	1	Soral	131	159	206	101	11
1	2*1*1*1*1*1	1910	1	2	1	1	1	1	1	Wiler (Lotschen)	105	177	140	66	11
1	2*1*1*1*1*1	2086	1	2	1	1	1	1	1	Ernen	102	95	121	67	11
1	2*1*1*1*1*1	1958	1	2	1	1	1	1	1	Treycovagnes	152	131	145	30	11
1	2*1*1*1*1*1	2111	1	2	1	1	1	1	1	Bougy-Villars	86	82	149	53	11
1	2*1*1*2*1*1	2041	1	2	1	1	2	1	1	Grimentz	121	96	125	62	11
1	2*1*1*2*1*1	2063	1	2	1	1	2	1	1	Saas Almagell	102	110	116	69	11
1	2*1*2*1*1*1	2005	1	2	1	2	1	1	1	Oulens-sous-Echallens	123	104	146	54	11
1	2*1*2*1*1*1	2019	1	2	1	2	1	1	1	Rances	105	100	152	62	11
1	2*1*2*1*1*1	2027	1	2	1	2	1	1	1	Saint-Cierges	116	111	129	55	11
1	2*1*2*1*1*1	1729	1	2	1	2	1	1	1	Goumoens-la-Ville	146	163	204	98	11
1	2*1*2*1*1*1	2025	1	2	1	2	1	1	1	Corcelles-le-Jorat	96	108	142	66	11
1	2*1*2*1*1*1	1959	1	2	1	2	1	1	1	Colombier (VD)	137	117	152	50	11
1	2*1*2*1*1*1	1586	1	2	1	2	1	1	1	Bavois	202	244	200	81	11
1	2*1*2*1*1*1	1788	1	2	1	2	1	1	1	Vuarrens	140	161	177	87	11
1	2*1*2*1*1*1	2013	1	2	1	2	1	1	1	Fey	100	119	140	63	11
1	2*1*2*1*1*1	1791	1	2	1	2	1	1	1	Gollion	161	137	206	61	11
1	2*1*2*1*1*1	2048	1	2	1	2	1	1	1	Vullierens	108	111	117	66	11
1	2*1*2*1*1*1	2083	1	2	1	2	1	1	1	Pailly	102	113	125	49	11
1	2*1*2*1*1*1	1652	1	2	1	2	1	1	1	Essertines-sur-Yverdon	180	131	251	101	11
1	2*1*2*1*1*1	1698	1	2	1	2	1	1	1	Villars-le-Terroir	152	175	212	98	11
1	2*1*2*1*1*1	1843	1	2	1	2	1	1	1	Poliez-le-Grand	148	155	169	56	11
1	2*1*2*1*1*1	1957	1	2	1	2	1	1	1	Mathod	140	142	124	53	11
1	2*1*2*1*1*1	1773	1	2	1	2	1	1	1	Thierrens	154	178	182	65	11
1	2*1*2*1*1*1	1820	1	2	1	2	1	1	1	Saint-Livres	143	151	171	73	11
1	2*1*2*1*1*1	1580	1	2	1	2	1	1	1	Grandcour	174	208	245	103	11
1	2*1*2*1*1*1	1683	1	2	1	2	1	1	1	Noville	166	182	214	85	11
1	2*1*2*1*1*1	2117	1	2	1	2	1	1	1	Combremont-le-Petit	107	104	101	56	11
1	2*1*2*1*1*1	1893	1	2	1	2	1	1	1	Essertines-sur-Rolle	133	141	169	53	11
1	2*1*2*1*1*1	1768	1	2	1	2	1	1	1	Pomy	179	171	148	85	11
1	2*1*2*1*1*1	2066	1	2	1	2	1	1	1	Cuarnens	116	100	121	58	11
1	2*1*2*1*1*1	1989	1	2	1	2	1	1	1	Vulliens	140	103	137	58	11
1	2*1*2*1*1*1	1887	1	2	1	2	1	1	1	Valeyres-sous-Rances	154	132	155	56	11
1	2*1*2*1*1*1	1834	1	2	1	2	1	1	1	Arnex-sur-Orbe	136	126	181	87	11
1	2*2*1*1*1*1	1642	1	2	2	1	1	1	1	Burchen	171	184	207	110	11
1	2*2*1*1*1*1	2006	1	2	2	1	1	1	1	Unterbach	99	106	148	73	11
1	2*2*1*1*1*1	1884	1	2	2	1	1	1	1	Eischoll	123	126	154	97	11
1	2*2*1*1*1*1	1733	1	2	2	1	1	1	1	Dorenaz	176	164	179	88	11
1	2*2*1*1*1*1	2043	1	2	2	1	1	1	1	Icogne	77	89	154	84	11
1	2*2*1*1*1*1	1912	1	2	2	1	1	1	1	Collonges	119	129	165	75	11
1	2*2*1*1*1*1	1886	1	2	2	1	1	1	1	Torbel	137	112	157	92	11
1	2*2*1*1*1*1	1851	1	2	2	1	1	1	1	Bullet	99	110	195	118	11
1	2*2*1*1*1*1	1630	1	2	2	1	1	1	1	Concise	155	195	231	103	11
1	2*2*1*1*1*1	1577	1	2	2	1	1	1	1	Bovernier	215	183	222	113	11
1	2*2*1*1*1*1	1802	1	2	2	1	1	1	1	Staldenried	153	162	171	68	11
1	2*2*1*1*1*1	1991	1	2	2	1	1	1	1	Vaulion	123	88	145	81	11
1	2*2*1*1*1*1	1987	1	2	2	1	1	1	1	Verossaz	111	116	140	72	11
1	2*2*1*1*1*1	2064	1	2	2	1	1	1	1	Saas Balen	103	100	126	68	11
1	2*2*1*1*1*1	1712	1	2	2	1	1	1	1	Ausserberg	151	144	205	128	11
1	2*2*1*1*1*1	1720	1	2	2	1	1	1	1	Saint-George	145	147	218	108	11
1	2*2*1*2*1*1	1867	1	2	2	1	2	1	1	Rossiniere	146	98	163	100	12
1	2*2*1*2*1*1	2089	1	2	2	1	2	1	1	Nax	77	71	159	76	12
1	2*2*1*2*1*1	1784	1	2	2	1	2	1	1	Ayer	113	140	223	94	12
1	2*2*1*2*1*1	1961	1	2	2	1	2	1	1	Munster (VS)	106	107	142	100	12
1	2*2*1*2*1*1	1780	1	2	2	1	2	1	1	Mund	149	157	180	88	12
1	2*2*1*2*1*1	1903	1	2	2	1	2	1	1	Grengiols	139	136	118	98	12
1	2*2*2*1*1*1	1618	1	2	2	2	1	1	1	Montricher	169	188	259	80	5
1	2*2*2*2*1*1	1660	1	2	2	2	2	1	1	Liddes	177	181	174	127	11
1	2*2*2*2*1*1	2114	1	2	2	2	2	1	1	Provence	90	91	120	67	11
1	3*1*1*1*1*1	1399	1	3	1	1	1	1	1	Miege	233	257	290	133	6
1	3*1*1*1*1*1	1203	1	3	1	1	1	1	1	Avusy	321	337	425	94	6
1	3*1*1*1*1*1	1456	1	3	1	1	1	1	1	Borex	242	205	354	64	6
1	3*1*1*1*1*1	1251	1	3	1	1	1	1	1	Trelex	296	284	428	105	6
1	3*1*1*1*1*1	1382	1	3	1	1	1	1	1	Venthone	224	231	326	154	6
1	3*1*1*1*1*1	1377	1	3	1	1	1	1	1	Le Vaud	272	235	323	112	6
1	3*1*1*1*1*1	1485	1	3	1	1	1	1	1	Givrins	219	199	306	99	6
1	3*1*1*1*1*1	1424	1	3	1	1	1	1	1	Roche (VD)	189	229	329	147	6
1	3*1*1*1*1*1	1292	1	3	1	1	1	1	1	Cheserex	264	333	362	84	6
1	3*1*1*1*1*1	1448	1	3	1	1	1	1	1	Ballaigues	199	203	319	150	6
1	3*1*1*1*1*1	1275	1	3	1	1	1	1	1	Charrat	305	305	294	177	6
1	3*1*1*1*1*1	1401	1	3	1	1	1	1	1	Chancy	268	285	308	52	6
1	3*1*1*1*1*1	1435	1	3	1	1	1	1	1	Salins	217	221	302	143	6
1	3*1*1*1*1*1	1558	1	3	1	1	1	1	1	Bitsch	226	250	198	73	6
1	3*1*1*1*1*1	1323	1	3	1	1	1	1	1	Vufflens-la-Ville	245	254	398	102	6
1	3*1*1*1*1*1	1350	1	3	1	1	1	1	1	Mezieres (VD)	245	266	316	142	6
1	3*1*1*1*1*1	1425	1	3	1	1	1	1	1	Morrens (VD)	206	240	332	110	6
1	3*1*1*1*1*1	1229	1	3	1	1	1	1	1	Jouxtens-Mezery	321	264	445	115	6
1	3*1*1*1*1*1	1331	1	3	1	1	1	1	1	Turtmann	305	257	307	123	6
1	3*1*1*1*1*1	1489	1	3	1	1	1	1	1	Hermance	220	174	298	124	6
1	3*1*1*1*1*1	1288	1	3	1	1	1	1	1	Chavannes-de-Bogis	337	236	436	39	6
1	3*1*1*1*1*1	1327	1	3	1	1	1	1	1	Fiesch	240	270	328	158	6
1	3*1*1*1*1*1	1442	1	3	1	1	1	1	1	Bercher	243	233	283	119	6
1	3*1*1*1*1*1	1535	1	3	1	1	1	1	1	Assens	214	205	270	81	6
1	3*1*1*1*1*1	1413	1	3	1	1	1	1	1	Duillier	240	256	320	85	6
1	3*1*1*1*1*1	1343	1	3	1	1	1	1	1	Servion	282	308	325	64	6
1	3*1*1*1*1*1	1271	1	3	1	1	1	1	1	Palezieux	331	312	333	115	6
1	3*1*1*1*1*1	1537	1	3	1	1	1	1	1	Crassier	213	223	280	53	6
1	3*1*1*1*1*1	1492	1	3	1	1	1	1	1	Sullens	209	196	307	101	6
1	3*1*1*1*1*1	1255	1	3	1	1	1	1	1	Denges	280	361	365	103	6
1	3*1*1*1*1*1	1211	1	3	1	1	1	1	1	Saas Grund	289	364	347	167	6
1	3*1*1*1*1*1	1263	1	3	1	1	1	1	1	Perroy	236	344	401	123	6
1	3*1*1*1*1*1	1470	1	3	1	1	1	1	1	Bogis-Bossey	281	189	342	35	6
1	3*1*1*1*1*1	1556	1	3	1	1	1	1	1	Cartigny	180	207	254	107	6
1	3*1*1*1*1*1	1287	1	3	1	1	1	1	1	Baltschieder	332	310	319	89	6
1	3*1*1*1*1*1	1566	1	3	1	1	1	1	1	Boussens	245	234	231	33	6
1	3*1*1*1*1*1	1248	1	3	1	1	1	1	1	Echichens	298	293	346	182	6
1	3*1*1*1*1*1	1548	1	3	1	1	1	1	1	Agarn	209	226	236	87	6
1	3*1*1*1*1*1	1480	1	3	1	1	1	1	1	Eysins	196	253	307	75	6
1	3*1*1*1*1*1	1505	1	3	1	1	1	1	1	Arbaz	198	193	256	153	6
1	3*1*1*1*1*1	1504	1	3	1	1	1	1	1	Etagnieres	199	248	282	71	6
1	3*1*1*1*1*1	1464	1	3	1	1	1	1	1	Veytaux	150	249	285	167	6
1	3*1*1*1*1*1	1530	1	3	1	1	1	1	1	Carrouge (VD)	212	228	219	121	6
1	3*1*1*1*1*1	1546	1	3	1	1	1	1	1	Pompaples	159	252	194	156	6
1	3*1*1*1*1*1	1383	1	3	1	1	1	1	1	Choulex	237	201	325	172	6
1	3*1*1*1*1*2	1408	1	3	1	1	1	1	2	Eclepens	232	260	297	115	6
1	3*1*1*2*1*1	1481	1	3	1	1	2	1	1	Tasch	217	281	246	87	11
1	3*1*1*2*1*1	1528	1	3	1	1	2	1	1	Termen	209	227	239	106	11
1	3*1*2*1*1*1	1359	1	3	1	2	1	1	1	Yvorne	212	274	330	146	5
1	3*1*2*1*1*1	1540	1	3	1	2	1	1	1	Gilly	182	220	247	119	5
1	3*1*2*1*1*1	1227	1	3	1	2	1	1	1	Granges-pres-Marnand	331	289	350	176	5
1	3*1*2*1*1*1	1393	1	3	1	2	1	1	1	Bottens	230	279	300	108	5
1	3*1*2*1*1*1	1355	1	3	1	2	1	1	1	Yens	232	249	353	131	5
1	3*1*2*1*1*1	1483	1	3	1	2	1	1	1	Pampigny	277	228	240	83	5
1	3*1*2*1*1*1	1474	1	3	1	2	1	1	1	Cudrefin	184	217	306	137	5
1	3*1*2*1*1*1	1261	1	3	1	2	1	1	1	Jussy	341	258	377	131	5
1	3*2*1*1*1*1	1318	1	3	2	1	1	1	1	La Rippe	278	306	344	82	11
1	3*2*1*1*1*1	1299	1	3	2	1	1	1	1	Gingins	264	270	398	105	11
1	3*2*1*1*1*1	1225	1	3	2	1	1	1	1	Stalden (VS)	307	288	353	201	11
1	3*2*1*1*1*1	1527	1	3	2	1	1	1	1	Lavey-Morcles	173	185	278	145	11
1	3*2*1*1*1*1	1479	1	3	2	1	1	1	1	Bassins	235	240	270	87	11
1	3*2*1*1*1*1	1533	1	3	2	1	1	1	1	Saint-Gingolph	174	208	226	165	11
1	3*2*1*1*1*1	1311	1	3	2	1	1	1	1	Salvan	230	237	348	205	11
1	3*2*1*1*1*1	1514	1	3	2	1	1	1	1	Sembrancher	228	203	218	143	11
1	3*2*1*1*1*1	1397	1	3	2	1	1	1	1	Iserables	200	223	325	166	11
1	3*2*1*1*1*1	1386	1	3	2	1	1	1	1	Evionnaz	263	252	273	142	11
1	3*2*1*1*2*1	1330	1	3	2	1	1	2	1	Gryon	212	234	353	194	4
1	3*2*1*2*1*1	1536	1	3	2	1	2	1	1	Mollens (VS)	166	222	253	129	12
1	3*2*1*2*1*1	1260	1	3	2	1	2	1	1	Champery	248	289	375	195	12
1	3*2*1*2*1*1	1421	1	3	2	1	2	1	1	Saint-Martin (VS)	198	210	281	208	12
1	3*2*2*1*1*1	1462	1	3	2	2	1	1	1	L'Isle	201	231	289	137	11
1	3*2*2*1*1*1	1348	1	3	2	2	1	1	1	Baulmes	288	253	297	132	11
1	3*2*2*1*1*1	1218	1	3	2	2	1	1	1	Apples	295	299	395	170	11
1	3*2*2*2*1*1	1414	1	3	2	2	2	1	1	Rougemont	168	213	302	218	1
1	3*3*1*2*1*1	1512	1	3	3	1	2	1	1	Le Lieu	190	172	254	179	1
1	3*3*2*2*1*1	1276	1	3	3	2	2	1	1	Ormont-Dessous	203	230	365	277	11
1	4*1*1*1*1*1	1091	1	4	1	1	1	1	1	Massongex	366	415	390	148	6
1	4*1*1*1*1*1	930	1	4	1	1	1	1	1	Tolochenaz	420	516	555	155	6
1	4*1*1*1*1*1	1024	1	4	1	1	1	1	1	Froideville	392	370	562	129	6
1	4*1*1*1*1*1	1167	1	4	1	1	1	1	1	Tannay	313	285	506	123	6
1	4*1*1*1*1*1	1004	1	4	1	1	1	1	1	Genolier	399	358	576	161	6
1	4*1*1*1*1*1	915	1	4	1	1	1	1	1	Raron	418	466	560	228	6
1	4*1*1*1*1*1	913	1	4	1	1	1	1	1	Corsier (GE)	467	392	637	186	6
1	4*1*1*1*1*1	1038	1	4	1	1	1	1	1	Veyras	358	345	513	206	6
1	4*1*1*1*1*1	898	1	4	1	1	1	1	1	Avully	497	547	581	111	6
1	4*1*1*1*1*1	1006	1	4	1	1	1	1	1	Chippis	380	414	472	225	6
1	4*1*1*1*1*1	952	1	4	1	1	1	1	1	Vernayaz	418	449	481	249	6
1	4*1*1*1*1*1	1120	1	4	1	1	1	1	1	Penthaz	302	400	470	115	6
1	4*1*1*1*1*1	1022	1	4	1	1	1	1	1	Saas Fee	343	495	445	171	6
1	4*1*1*1*1*1	1047	1	4	1	1	1	1	1	Paudex	314	377	519	193	6
1	4*1*1*1*1*1	1002	1	4	1	1	1	1	1	Mies	401	357	550	191	6
1	4*1*1*1*1*1	1170	1	4	1	1	1	1	1	Oron-la-Ville	293	334	351	246	6
1	4*1*1*1*1*1	1082	1	4	1	1	1	1	1	Begnins	300	368	453	214	6
1	4*1*1*1*1*1	1121	1	4	1	1	1	1	1	Jongny	299	326	475	186	6
1	4*1*1*1*1*2	1080	1	4	1	1	1	1	2	Steg	311	397	455	173	7
1	4*1*1*2*1*1	1033	1	4	1	1	2	1	1	Leukerbad	343	444	510	134	11
1	4*1*2*1*1*1	995	1	4	1	2	1	1	1	Saillon	419	468	421	211	12
1	4*1*2*1*1*1	1122	1	4	1	2	1	1	1	Dardagny	394	404	396	90	12
1	4*1*2*1*1*1	910	1	4	1	2	1	1	1	Meinier	432	462	598	204	12
1	4*1*2*1*1*1	1130	1	4	1	2	1	1	1	Collex-Bossy	384	312	474	109	12
1	4*1*2*1*1*1	902	1	4	1	2	1	1	1	La Sarraz	435	514	545	234	12
1	4*1*2*1*1*2	932	1	4	1	2	1	1	2	Corcelles-pres-Payerne	412	492	515	225	7
1	4*1*3*1*1*1	907	1	4	1	3	1	1	1	Forel (Lavaux)	453	465	589	197	11
1	4*2*1*1*1*1	1188	1	4	2	1	1	1	1	Salgesch	261	342	394	201	5
1	4*2*1*1*1*1	1099	1	4	2	1	1	1	1	Volleges	396	331	383	199	5
1	4*2*1*1*1*1	969	1	4	2	1	1	1	1	Vionnaz	383	430	532	217	5
1	4*2*1*1*1*1	1147	1	4	2	1	1	1	1	Grachen	328	370	386	170	5
1	4*2*1*1*1*1	1098	1	4	2	1	1	1	1	Vex	316	333	413	249	5
1	4*2*1*1*1*1	1109	1	4	2	1	1	1	1	Gampel	319	377	402	203	5
1	4*2*1*2*1*1	1105	1	4	2	1	2	1	1	L'Abbaye	307	306	415	276	12
1	4*2*1*2*1*1	947	1	4	2	1	2	1	1	Saint-Cergue	422	420	571	188	12
1	4*2*1*2*1*1	1036	1	4	2	1	2	1	1	Val-d'Illiez	311	445	468	204	12
1	4*2*1*2*1*1	961	1	4	2	1	2	1	1	Ried-Brig	462	486	480	154	12
1	4*2*2*1*1*1	1026	1	4	2	2	1	1	1	Gimel	362	402	424	261	12
1	4*2*2*1*1*1	1072	1	4	2	2	1	1	1	Biere	340	365	431	217	12
1	4*2*2*2*1*1	1067	1	4	2	2	2	1	1	Visperterminen	329	385	434	209	11
1	4*3*1*1*1*1	900	1	4	3	1	1	1	1	Martigny-Combe	412	490	573	256	12
1	4*3*1*2*1*1	1113	1	4	3	1	2	1	1	Heremence	261	338	428	267	5
1	4*3*2*2*2*1	1102	1	4	3	2	2	2	1	Ormont-Dessus	243	322	450	292	3
1	4*3*2*3*1*1	990	1	4	3	2	3	1	1	Evolene	371	423	486	242	11
1	5*1*1*1*1*1	689	1	5	1	1	1	1	1	Coppet	626	601	896	237	6
1	5*1*1*1*1*1	834	1	5	1	1	1	1	1	Lonay	433	460	613	394	6
1	5*1*1*1*1*1	691	1	5	1	1	1	1	1	Belmont-sur-Lausanne	575	682	858	243	6
1	5*1*1*1*1*1	794	1	5	1	1	1	1	1	Troinex	551	586	621	272	6
1	5*1*1*1*1*1	814	1	5	1	1	1	1	1	Crans-pres-Celigny	487	524	739	213	6
1	5*1*1*1*1*1	698	1	5	1	1	1	1	1	Grimisuat	639	626	732	334	6
1	5*1*1*1*1*1	869	1	5	1	1	1	1	1	Cully	361	458	640	339	6
1	5*1*1*1*1*1	867	1	5	1	1	1	1	1	Bellevue	518	439	705	139	6
1	5*1*1*1*1*1	769	1	5	1	1	1	1	1	Bardonnex	544	620	738	192	6
1	5*1*1*1*1*1	823	1	5	1	1	1	1	1	Grandvaux	424	479	763	271	6
1	5*1*1*1*1*1	790	1	5	1	1	1	1	1	Chexbres	430	544	613	454	6
1	5*1*1*1*1*1	714	1	5	1	1	1	1	1	Penthalaz	518	665	732	368	6
1	5*1*1*1*1*1	807	1	5	1	1	1	1	1	Cugy (VD)	482	605	687	218	6
1	5*1*1*1*1*1	874	1	5	1	1	1	1	1	Mont-sur-Rolle	454	522	588	232	6
1	5*1*1*1*1*1	845	1	5	1	1	1	1	1	Saint-Leonard	459	532	601	280	6
1	5*1*1*1*1*1	704	1	5	1	1	1	1	1	Montana	480	624	804	397	6
1	5*1*1*1*1*1	718	1	5	1	1	1	1	1	Puplinge	569	753	746	190	6
1	5*1*1*1*1*1	776	1	5	1	1	1	1	1	Corseaux	399	464	737	479	6
1	5*1*1*1*1*1	793	1	5	1	1	1	1	1	Anieres	576	485	690	280	6
1	5*1*1*1*1*2	712	1	5	1	1	1	1	2	Etoy	639	801	698	151	11
1	5*1*1*1*1*2	774	1	5	1	1	1	1	2	Echandens	466	564	811	244	11
1	5*1*1*1*1*2	728	1	5	1	1	1	1	2	Lucens	541	629	689	362	11
1	5*1*1*1*2*1	697	1	5	1	1	1	2	1	Vandoeuvres	669	505	804	355	6
1	5*1*1*1*2*1	748	1	5	1	1	1	2	1	Genthod	587	494	836	254	6
1	5*1*2*1*1*1	715	1	5	1	2	1	1	1	Yvonand	617	613	694	354	12
1	5*1*3*1*1*2	692	1	5	1	3	1	1	2	Puidoux	593	731	722	293	12
1	5*2*1*1*1*1	758	1	5	2	1	1	1	1	Leytron	447	577	722	382	13
1	5*2*1*1*1*1	847	1	5	2	1	1	1	1	Grone	469	507	602	288	13
1	5*2*1*1*1*1	707	1	5	2	1	1	1	1	Ardon	605	738	664	288	13
1	5*2*1*1*1*1	688	1	5	2	1	1	1	1	Port-Valais	598	806	695	265	13
1	5*2*2*1*1*1	736	1	5	2	2	1	1	1	Riddes	491	618	724	364	6
1	5*2*2*1*2*1	657	1	5	2	2	1	2	1	Chamoson	548	642	823	484	11
1	5*3*1*2*1*1	705	1	5	3	1	2	1	1	St.Niklaus	600	670	679	355	12
1	5*3*1*2*1*1	861	1	5	3	1	2	1	1	Arzier	534	425	669	183	12
1	6*1*1*1*1*1	566	1	6	1	1	1	1	1	Saint-Sulpice (VD)	504	747	1196	467	7
1	6*1*1*1*1*1	592	1	6	1	1	1	1	1	Perly-Certoux	659	909	978	236	7
1	6*1*1*1*1*1	610	1	6	1	1	1	1	1	Chermignon	575	696	964	476	7
1	6*1*1*1*1*1	518	1	6	1	1	1	1	1	Prangins	760	932	1147	294	7
1	6*1*1*1*1*1	537	1	6	1	1	1	1	1	Confignon	775	740	1110	408	7
1	6*1*1*1*1*1	530	1	6	1	1	1	1	1	Romanel-sur-Lausanne	792	1023	1004	249	7
1	6*1*1*1*1*1	508	1	6	1	1	1	1	1	Corsier-sur-Vevey	703	927	1065	505	7
1	6*1*1*1*1*1	560	1	6	1	1	1	1	1	Cheseaux-sur-Lausanne	743	913	1010	273	7
1	6*1*1*1*2*1	483	1	6	1	1	1	2	1	Lens	714	847	1119	677	12
1	6*1*1*1*2*1	553	1	6	1	1	1	2	1	Randogne	602	1121	865	375	12
1	6*1*1*1*2*1	625	1	6	1	1	1	2	1	Founex	753	677	956	262	12
1	6*1*1*1*2*1	540	1	6	1	1	1	2	1	Pregny-Chambesy	706	754	1088	461	12
1	6*1*2*1*1*1	646	1	6	1	2	1	1	1	Cossonay	707	832	788	231	11
1	6*1*2*1*1*1	597	1	6	1	2	1	1	1	Grandson	711	745	875	428	11
1	6*1*2*1*1*1	645	1	6	1	2	1	1	1	Aubonne	600	738	840	392	11
1	6*1*2*1*1*1	639	1	6	1	2	1	1	1	Chardonne	532	767	816	486	11
1	6*1*2*1*1*1	637	1	6	1	2	1	1	1	Commugny	719	633	1037	214	11
1	6*1*2*1*1*2	591	1	6	1	2	1	1	2	Chavornay	787	900	822	276	12
1	6*1*2*1*2*1	525	1	6	1	2	1	2	1	Savigny	730	789	1184	381	8
1	6*1*3*1*1*2	650	1	6	1	3	1	1	2	Avenches	627	706	828	383	10
1	6*1*3*1*1*3	590	1	6	1	3	1	1	3	Satigny	692	831	955	307	12
1	6*2*1*1*1*1	542	1	6	2	1	1	1	1	Leysin	1024	870	770	334	11
1	6*2*1*1*2*1	623	1	6	2	1	1	2	1	Chalais	639	728	868	422	10
1	6*2*2*1*1*1	502	1	6	2	2	1	1	1	Vallorbe	787	841	991	628	7
1	6*2*2*1*1*2	488	1	6	2	2	1	1	2	Saxon	774	923	1070	545	12
1	6*2*2*2*1*2	554	1	6	2	2	2	1	2	Vouvry	797	780	938	445	12
1	6*2*2*2*2*1	541	1	6	2	2	2	2	1	Ayent	626	758	1059	558	12
1	6*3*2*1*1*1	482	1	6	3	2	1	1	1	Leuk	806	897	1114	544	3
1	6*3*2*2*2*1	631	1	6	3	2	2	2	1	Orsieres	713	693	804	420	12
1	6*3*3*3*2*1	557	1	6	3	3	3	2	1	Chateau-d'Oex	705	689	921	634	12
1	7*1*1*1*1*1	370	1	7	1	1	1	1	1	Rolle	1260	1148	1225	602	4
1	7*1*1*1*1*1	387	1	7	1	1	1	1	1	Preverenges	928	1273	1481	396	4
1	7*1*1*1*1*2	456	1	7	1	1	1	1	2	Saint-Maurice	878	969	1109	640	6
1	7*1*1*1*2*1	372	1	7	1	1	1	2	1	Saint-Prex	983	1390	1384	453	7
1	7*1*2*1*1*1	363	1	7	1	2	1	1	1	Echallens	1262	1291	1281	447	7
1	7*1*2*1*1*2	442	1	7	1	2	1	1	2	Vetroz	973	1008	1231	479	8
1	7*1*2*1*1*2	355	1	7	1	2	1	1	2	Moudon	1235	1264	1276	596	8
1	7*2*1*2*1*2	376	1	7	2	1	2	1	2	Villeneuve (VD)	1021	1121	1377	661	8
1	7*2*2*1*2*1	390	1	7	2	2	1	2	1	Saint-Legier-La Chiesaz	1026	1066	1436	540	12
1	7*3*2*2*2*1	460	1	7	3	2	2	2	1	Troistorrents	944	1033	1127	463	4
1	7*3*2*2*2*1	362	1	7	3	2	2	2	1	Le Chenit	993	1054	1340	910	4
1	7*3*2*2*2*1	358	1	7	3	2	2	2	1	Sainte-Croix	940	936	1339	1118	4
1	8*1*1*1*2*1	326	1	8	1	1	1	2	1	Cologny	1140	1062	1701	794	2
1	8*1*2*1*1*2	289	1	8	1	2	1	1	2	Orbe	1238	1591	1582	728	3
1	8*1*2*1*2*2	288	1	8	1	2	1	2	2	Le Mont-sur-Lausanne	1312	1286	1859	725	8
1	8*2*1*1*2*1	327	1	8	2	1	1	2	1	Blonay	1196	1140	1627	732	13
1	8*2*2*1*1*1	255	1	8	2	2	1	1	1	Fully	1659	1596	1562	770	13
1	8*2*2*2*2*1	276	1	8	2	2	2	2	1	Saviese	1219	1519	1812	791	13
