id	X1	X2	X3	X4	X5	X6	Y1	Y2	Y3	Y4	domainvalue
Fleurier	7	1	1	1	1	1	945	920	1131	765	2
Niederurnen	7	2	1	1	1	2	991	1040	1084	626	5
Rudolfstetten-Friedlisberg	7	1	1	1	1	1	858	1144	1359	377	3
Niederglatt	7	1	1	1	1	1	871	1217	1215	434	4
Arbedo-Castione	7	2	1	1	1	2	827	1028	1380	494	7
Mettmenstetten	7	1	2	1	1	1	1005	1050	1307	362	4
Kehrsatz	7	1	1	1	1	1	863	1030	1288	529	2
Kaltbrunn	7	2	2	1	1	1	1162	1064	1049	419	5
Paradiso	7	1	1	1	1	1	625	1202	1235	632	7
Vetroz	7	1	2	1	1	2	973	1008	1231	479	1
Matten bei Interlaken	7	1	1	1	1	1	858	1060	1139	614	2
Agno	7	1	1	1	1	1	702	1143	1276	534	7
Utzenstorf	7	1	3	1	1	2	901	1015	1161	572	2
Bottstein	7	1	1	1	1	2	1005	966	1277	400	3
Wurenlingen	7	1	1	1	1	2	996	1109	1120	422	3
Widen	7	1	1	1	1	1	868	888	1442	438	3
Adelboden	7	2	2	3	2	1	958	1063	1016	597	2
Stabio	7	1	1	1	1	2	834	1136	1186	471	7
Root	7	1	2	1	1	2	928	1211	1066	420	6
Weggis	7	1	2	1	2	1	748	999	1169	700	6
Marin-Epagnier	7	1	1	1	1	2	838	990	1339	444	2
Bevaix	7	1	2	1	1	1	902	927	1224	550	2
Roggwil (BE)	7	1	1	1	1	2	911	909	1124	656	2
Saint-Maurice	7	1	1	1	1	2	878	969	1109	640	1
Elgg	7	2	2	1	1	2	887	964	1179	563	4
Moosseedorf	7	1	1	1	1	1	843	1101	1301	339	2
Schanis	7	2	3	2	1	1	1081	993	1045	454	5
Troistorrents	7	3	2	2	2	1	944	1033	1127	463	1
Butschwil	7	1	2	1	1	2	1087	934	946	583	5
Engelberg	7	3	2	2	2	1	930	1023	1044	547	6
Glattfelden	7	1	2	1	1	1	925	1016	1213	390	4
Birr	7	1	1	1	1	2	973	1086	1170	300	3
Muotathal	7	3	2	3	1	1	1069	1017	972	449	6
Caslano	7	1	1	1	1	1	799	943	1208	545	7
Zufikon	7	1	1	1	1	1	866	932	1342	348	3
Sempach	7	1	2	1	1	1	1030	1018	1112	323	6
Uitikon	7	1	1	1	1	1	677	807	1334	662	4
Lostorf	7	2	2	1	1	1	894	940	1193	450	2
La Neuveville	7	1	1	1	1	1	826	877	1090	652	2
Giswil	7	3	3	2	1	1	1045	988	952	450	6
Sulgen	6	1	2	1	1	2	1010	958	993	461	5
Balerna	6	1	1	1	1	2	651	956	1104	704	7
Moriken-Wildegg	6	1	1	1	1	2	829	844	1206	534	3
Brittnau	6	1	2	1	1	1	860	985	1068	487	3
Langendorf	6	1	1	1	1	1	702	903	1093	702	2
Rafz	6	1	2	1	1	2	967	992	1040	396	4
Tavannes	6	2	2	1	1	1	818	966	1006	583	2
Entlebuch	6	3	3	2	2	1	973	921	901	571	6
Oberrohrdorf	6	1	1	1	1	1	812	827	1301	424	3
Leuk	6	3	2	1	1	1	806	897	1114	544	1
Lens	6	1	1	1	2	1	714	847	1119	677	1
Reichenbach im Kandertal	6	3	3	3	2	1	862	851	1038	574	2
Steckborn	6	1	1	1	1	1	830	769	1071	650	5
Schupfen	6	2	3	1	1	1	844	967	1096	411	2
Winkel	6	1	1	1	1	1	707	1024	1276	310	4
Saxon	6	2	2	1	1	2	774	923	1070	545	1
Dagmersellen	6	1	2	1	1	2	895	977	981	458	6
La Tour-de-Treme	6	1	1	1	1	1	845	1065	979	414	2
Berneck	6	1	1	1	1	1	899	874	1058	458	5
Erlinsbach	6	1	1	1	1	1	769	821	1183	513	3
Bassecourt	6	2	2	1	2	1	845	813	1092	533	2
Sins	6	1	3	1	1	2	949	981	962	390	3
Pieterlen	6	1	1	1	1	2	740	804	1140	598	2
Schmitten (FR)	6	1	2	1	1	1	836	1005	1034	405	2
Tagerwilen	6	1	2	1	1	1	892	883	1024	474	5
Schoftland	6	1	1	1	1	1	819	887	977	588	3
Ipsach	6	1	1	1	1	1	700	875	1261	430	2
Dallikon	6	1	1	1	1	2	746	1172	1110	233	4
Breitenbach	6	1	1	1	1	1	809	896	1060	495	2
Vallorbe	6	2	2	1	1	1	787	841	991	628	1
Dottingen	6	1	1	1	1	2	821	912	1050	458	3
Rheineck	6	1	1	1	1	1	794	875	1043	519	5
Escholzmatt	6	3	3	2	1	1	969	880	838	542	6
Diessenhofen	6	1	2	1	1	1	816	893	1068	450	5
Poschiavo	6	3	2	3	1	1	676	733	1028	788	5
Corsier-sur-Vevey	6	1	1	1	1	1	703	927	1065	505	1
Burglen (TG)	6	1	2	1	1	2	927	929	986	355	5
Grosshochstetten	6	1	1	1	1	1	845	829	1053	469	2
Unterentfelden	6	1	1	1	1	1	705	888	1041	561	3
Monchaltorf	6	1	2	1	1	1	750	812	1310	311	4
Schmerikon	6	1	1	1	1	2	785	965	1044	388	5
Walchwil	6	2	2	1	1	1	716	899	1153	382	6
Seedorf (BE)	6	2	3	1	1	1	701	815	1042	586	2
Jonschwil	6	1	2	1	1	2	998	903	991	242	5
Eschlikon	6	1	2	1	1	1	849	915	983	386	5
Prangins	6	1	1	1	1	1	760	932	1147	294	1
Safenwil	6	1	1	1	1	2	751	878	1051	448	3
Bosingen	6	1	3	1	1	1	917	882	1056	262	2
Saint-Blaise	6	1	1	1	1	1	675	869	1035	538	2
Morschwil	6	1	2	1	1	1	899	835	1039	343	5
Luterbach	6	1	1	1	1	2	691	883	1065	473	2
Gruningen	6	1	2	1	1	1	754	792	1119	427	4
Savigny	6	1	2	1	2	1	730	789	1184	381	1
Bachenbulach	6	1	1	1	1	1	654	937	1197	295	4
Muhen	6	1	1	1	1	1	764	804	1035	480	3
Buren an der Aare	6	1	2	1	1	1	692	843	1039	503	2
Samedan	6	2	1	2	1	1	703	1001	959	406	5
Romanel-sur-Lausanne	6	1	1	1	1	1	792	1023	1004	249	1
Erlen	6	1	2	1	1	1	913	881	915	359	5
Schotz	6	1	2	1	1	1	911	966	796	392	6
Kradolf-Schonenberg	6	1	2	1	1	1	903	858	907	394	5
Magden	6	1	2	1	1	1	789	702	1167	385	3
Waldkirch	6	2	3	1	1	1	920	837	886	397	5
Hausen am Albis	6	1	2	1	1	1	839	780	1101	320	4
Confignon	6	1	1	1	1	1	775	740	1110	408	1
Beringen	6	2	2	1	1	2	676	811	1050	490	5
Ennetbaden	6	1	1	1	1	1	529	972	1068	450	3
Pregny-Chambesy	6	1	1	1	2	1	706	754	1088	461	1
Ayent	6	2	2	2	2	1	626	758	1059	558	1
Leysin	6	2	1	1	1	1	1024	870	770	334	1
Willisau Stadt	6	1	1	1	1	1	630	906	929	531	6
Hedingen	6	1	1	1	1	1	840	799	1022	330	4
Stein am Rhein	6	1	1	1	1	1	666	682	1048	589	5
Zizers	6	1	2	1	1	1	732	837	1000	414	5
Mollis	6	2	2	1	1	1	740	824	983	427	5
Feuerthalen	6	1	1	1	1	1	620	854	935	564	4
Zweisimmen	6	3	2	3	1	1	643	695	1005	627	2
Dottikon	6	1	1	1	1	2	705	918	1025	321	3
Eschenbach (LU)	6	1	2	1	1	1	779	913	872	402	6
Hittnau	6	1	2	1	1	1	886	851	992	236	4
Randogne	6	1	1	1	2	1	602	1121	865	375	1
Vouvry	6	2	2	2	1	2	797	780	938	445	1
Thunstetten	6	1	2	1	1	1	750	816	957	434	2
Brienz (BE)	6	2	2	2	2	1	754	754	920	528	2
Chateau-d'Oex	6	3	3	3	2	1	705	689	921	634	1
Hasle bei Burgdorf	6	2	3	1	1	1	723	836	896	493	2
Ins	6	1	3	1	1	1	732	829	861	525	2
Cheseaux-sur-Lausanne	6	1	1	1	1	1	743	913	1010	273	1
Ruegsau	6	1	2	1	1	1	715	794	901	525	2
Triengen	6	1	2	1	1	1	888	855	839	344	6
Oberdiessbach	6	1	1	1	1	1	763	756	913	484	2
Rute	6	2	3	2	1	1	915	804	776	420	5
Lauterbrunnen	6	3	2	3	2	1	653	838	877	546	2
Saint-Sulpice (VD)	6	1	1	1	1	1	504	747	1196	467	1
Gachnang	6	1	2	1	1	1	850	820	1005	231	5
Elsau	6	1	2	1	1	1	736	758	1023	383	4
Steinach	6	1	1	1	1	1	654	862	936	447	5
Mosnang	6	3	3	1	1	1	1023	748	741	382	5
Eglisau	6	1	1	1	1	1	682	749	1043	419	4
Egerkingen	6	1	1	1	1	2	684	905	910	385	2
Signau	6	2	3	1	1	1	777	845	845	411	2
Berg (TG)	6	1	2	1	1	1	849	745	853	429	5
Oberdorf (NW)	6	2	2	1	1	1	829	834	916	293	6
Gams	6	2	3	1	1	1	893	759	871	344	5
Menznau	6	2	3	1	1	1	872	899	746	333	6
Stettlen	6	1	1	1	1	1	688	776	1025	344	2
Unterengstringen	6	1	1	1	1	1	545	755	1151	381	4
Weisslingen	6	1	2	1	1	1	775	691	1050	311	4
Beckenried	6	2	2	2	1	1	709	843	880	393	6
Netstal	6	1	1	1	1	2	690	763	873	487	5
Selzach	6	2	2	1	1	1	654	717	986	453	2
Gipf-Oberfrick	6	1	2	1	1	1	773	832	941	262	3
Ennenda	6	2	1	1	1	1	668	721	865	554	5
Grossaffoltern	6	1	2	1	1	1	713	738	962	387	2
Port	6	1	1	1	1	1	568	670	1057	504	2
Laupen	6	1	1	1	1	1	659	743	963	431	2
Reichenburg	6	1	2	1	1	1	776	875	806	330	6
Satigny	6	1	3	1	1	3	692	831	955	307	1
Chavornay	6	1	2	1	1	1	787	900	822	276	1
Perly-Certoux	6	1	1	1	1	1	659	909	978	236	1
Steinen	6	1	2	1	1	1	801	914	746	314	6
Arosa	6	2	1	2	1	1	405	1227	829	310	5
Gais	6	2	2	1	1	1	779	651	882	458	5
Wattenwil	6	2	2	1	1	1	727	743	811	489	2
Grandson	6	1	2	1	1	1	711	745	875	428	1
Vacallo	6	1	1	1	1	1	517	770	989	482	7
Quarten	6	3	2	2	1	1	745	765	835	404	5
Steinmaur	6	1	2	1	1	1	613	812	1033	284	4
Murgenthal	6	2	2	1	1	1	691	742	871	437	3
Oberburg	6	1	2	1	1	1	637	792	891	420	2
Kirchlindach	6	1	2	1	1	1	588	673	1055	420	2
Courroux	6	2	2	1	1	1	706	793	912	322	2
Grosswangen	6	1	3	1	1	1	844	856	698	333	6
Trimmis	6	2	2	2	1	2	739	858	902	225	5
Muhleberg	6	2	3	1	1	1	588	790	1014	330	2
Hofstetten-Fluh	6	1	1	1	1	1	692	679	1053	293	2
Thusis	6	1	1	1	1	2	587	814	865	451	5
Chermignon	6	1	1	1	1	1	575	696	964	476	1
Klingnau	6	1	1	1	1	2	695	664	971	380	3
Torricella-Taverne	6	1	1	1	1	1	684	789	936	295	7
Couvet	6	2	2	1	1	1	627	673	849	554	2
Batterkinden	6	1	2	1	1	1	740	662	987	311	2
Vaz/Obervaz	6	2	2	2	2	1	573	859	859	400	5
Unterkulm	6	1	2	1	1	1	683	735	916	356	3
Nottwil	6	1	2	1	1	1	750	914	793	225	6
Lauperswil	6	2	3	1	1	1	703	733	816	429	2
Buttisholz	6	1	3	1	1	1	859	786	739	296	6
Biel-Benken	6	1	1	1	1	1	616	649	1047	367	3
Muralto	6	1	1	1	1	1	403	667	899	707	7
Oberkirch	6	1	2	1	1	1	733	889	763	276	6
Chalais	6	2	1	1	2	1	639	728	868	422	1
Rohr (AG)	6	1	1	1	1	1	583	780	944	345	3
Founex	6	1	1	1	2	1	753	677	956	262	1
Tuggen	6	1	2	1	1	1	735	861	806	244	6
Sementina	6	1	1	1	1	1	554	792	928	372	7
Schiers	6	3	2	2	1	1	760	694	738	445	5
Hauterive	6	1	1	1	1	1	528	815	909	385	2
Gommiswald	6	2	2	1	1	1	734	735	802	363	5
Orsieres	6	3	2	2	2	1	713	693	804	420	1
Tafers	6	1	2	1	1	1	610	730	862	425	2
Subingen	6	1	1	1	1	1	699	822	799	305	2
Stallikon	6	2	2	1	1	1	561	727	1083	237	4
Fischingen	6	2	3	1	1	1	831	661	774	339	5
Hausen bei Brugg	6	1	1	1	1	1	618	863	840	282	3
Commugny	6	1	2	1	1	1	719	633	1037	214	1
Daniken	6	1	1	1	1	2	577	797	910	318	2
Chardonne	6	1	2	1	1	1	532	767	816	486	1
Schwanden (GL)	6	2	1	2	1	2	622	614	796	569	5
Niederhelfenschwil	6	1	3	1	1	1	881	758	686	274	5
Munsterlingen	6	1	1	1	1	1	679	743	865	312	5
Beinwil am See	6	1	1	1	1	1	610	655	821	495	3
Hunzenschwil	6	1	1	1	1	2	587	825	873	290	3
Aubonne	6	1	2	1	1	1	600	738	840	392	1
Cossonay	6	1	2	1	1	1	707	832	788	231	1
Ringgenberg (BE)	6	1	1	1	1	1	593	688	783	490	2
Mumliswil-Ramiswil	6	2	3	2	1	1	710	667	760	416	2
Flims	6	2	2	2	2	1	541	814	829	365	5
Avenches	6	1	3	1	1	2	627	706	828	383	1
Coldrerio	6	1	1	1	1	1	519	717	891	411	7
Seengen	6	1	2	1	1	1	721	639	852	314	3
Schafisheim	5	1	1	1	1	1	686	712	869	251	3
Orpund	5	1	1	1	1	1	530	654	916	402	2
Rubigen	5	1	2	1	1	1	522	813	880	287	2
Eggiwil	5	3	3	2	2	1	729	633	740	399	2
Chamoson	5	2	2	1	2	1	548	642	823	484	1
Ilanz	5	1	1	1	1	1	595	684	737	472	5
Pfungen	5	1	1	1	1	1	630	763	807	286	4
Kappel (SO)	5	1	1	1	1	1	615	689	874	308	2
Meikirch	5	1	2	1	1	1	640	643	882	317	2
Krauchthal	5	2	2	1	1	1	617	832	774	257	2
Niederwil (AG)	5	1	1	1	1	1	659	637	803	372	3
Roggwil (TG)	5	1	2	1	1	1	693	701	800	268	5
Niederrohrdorf	5	1	1	1	1	1	591	682	871	299	3
Tauffelen	5	1	1	1	1	1	543	586	931	377	2
Courrendlin	5	1	2	1	1	2	632	728	750	325	2
Zunzgen	5	1	1	1	1	1	639	632	874	288	3
Bonaduz	5	2	1	1	1	1	693	708	767	265	5
Ermatingen	5	1	2	1	1	1	543	613	824	447	5
Rickenbach (TG)	5	1	1	1	1	1	604	850	745	227	5
Saint-Aubin-Sauges	5	1	1	1	1	1	565	620	828	413	2
Horn	5	1	1	1	1	1	564	698	734	425	5
Reconvilier	5	1	1	1	1	1	539	622	758	498	2
Stein (AG)	5	1	1	1	1	1	596	727	829	262	3
Wiedlisbach	5	1	1	1	1	1	515	651	727	521	2
Turgi	5	1	1	1	1	1	508	808	786	298	3
Mullheim	5	1	2	1	1	1	715	695	748	240	5
Gretzenbach	5	1	1	1	1	1	693	631	810	259	2
Pfaffnau	5	1	3	1	1	1	608	628	795	359	6
Studen	5	1	1	1	1	2	568	687	901	231	2
Hettlingen	5	1	1	1	1	1	630	643	816	294	4
Oberwichtrach	5	1	1	1	1	1	609	686	818	264	2
Evilard	5	1	1	1	1	1	477	499	909	491	2
Novazzano	5	1	1	1	1	1	482	677	789	421	7
Maienfeld	5	2	2	2	1	1	534	650	761	423	5
Neerach	5	1	2	1	1	1	497	709	947	213	4
Port-Valais	5	2	1	1	1	1	598	806	695	265	1
Coppet	5	1	1	1	1	1	626	601	896	237	1
Beromunster	5	1	1	1	1	1	691	645	661	361	6
Belmont-sur-Lausanne	5	1	1	1	1	1	575	682	858	243	1
Puidoux	5	1	3	1	1	1	593	731	722	293	1
Lohn-Ammannsegg	5	1	1	1	1	1	554	568	848	369	2
Lenk	5	3	2	3	2	1	581	619	738	399	2
Urnasch	5	3	3	2	1	1	653	591	698	394	5
Lotzwil	5	1	1	1	1	1	536	661	700	437	2
Vandoeuvres	5	1	1	1	2	1	669	505	804	355	1
Grimisuat	5	1	1	1	1	1	639	626	732	334	1
Matzingen	5	1	2	1	1	1	688	689	708	239	5
Oberdorf (BL)	5	1	1	1	1	1	628	580	757	354	3
Wimmis	5	2	2	1	1	2	595	616	740	363	2
Birmenstorf (AG)	5	1	1	1	1	1	604	722	755	232	3
Boswil	5	1	2	1	1	1	619	693	709	287	3
Montana	5	1	1	1	1	1	480	624	804	397	1
St.Niklaus	5	3	1	2	1	1	600	670	679	355	1
Hori	5	1	1	1	1	1	593	737	745	225	4
Ardon	5	2	1	1	1	1	605	738	664	288	1
Tenero-Contra	5	1	1	1	1	1	481	655	746	413	7
Hitzkirch	5	1	1	1	1	1	704	647	640	302	6
Riva San Vitale	5	1	1	1	1	1	511	702	763	316	7
Givisiez	5	1	1	1	1	2	535	905	622	229	2
Etoy	5	1	1	1	1	2	639	801	698	151	1
Lengnau (AG)	5	1	2	1	1	1	641	668	711	267	3
Penthalaz	5	1	1	1	1	1	518	665	732	368	1
Yvonand	5	1	2	1	1	1	617	613	694	354	1
Bichelsee-Balterswil	5	1	2	1	1	1	640	607	766	264	5
Mogelsberg	5	2	3	1	1	1	757	507	675	322	5
Puplinge	5	1	1	1	1	1	569	753	746	190	1
Ruderswil	5	1	3	1	1	1	593	644	669	352	2
Bergdietikon	5	1	1	1	1	1	436	610	888	322	3
Attalens	5	1	2	1	1	1	650	644	681	277	2
Oberkulm	5	1	2	1	1	1	615	574	718	345	3
Hohenrain	5	1	3	1	1	1	816	588	610	226	6
Wilderswil	5	2	1	1	1	1	559	657	676	346	2
Marstetten	5	1	2	1	1	1	634	652	703	245	5
Benken (SG)	5	1	3	1	1	1	709	611	643	265	5
Toffen	5	1	1	1	1	1	526	609	816	272	2
Lucens	5	1	1	1	1	2	541	629	689	362	1
Unteriberg	5	2	2	2	1	1	708	638	628	246	6
Niederweningen	5	1	1	1	1	1	600	666	774	180	4
Belfaux	5	1	1	1	1	1	604	700	669	241	2
Staufen	5	1	1	1	1	1	485	567	807	354	3
Camorino	5	1	1	1	1	1	496	623	757	334	7
Rorbas	5	1	1	1	1	1	589	687	734	191	4
Worben	5	1	1	1	1	1	463	541	746	449	2
Riddes	5	2	2	1	1	1	491	618	724	364	1
Domdidier	5	1	2	1	1	1	599	674	649	274	2
Leuggern	5	1	2	1	1	1	591	583	767	251	3
Pontresina	5	2	1	2	1	1	396	873	721	201	5
Niedererlinsbach	5	1	1	1	1	1	524	575	671	421	2
Kemmental	5	1	3	1	1	1	691	587	660	251	5
Bonigen	5	2	1	1	1	1	517	557	705	403	2
Walzenhausen	5	1	1	1	1	1	552	547	725	357	5
Courtetelle	5	1	2	1	1	1	585	634	677	284	2
Oberhofen am Thunersee	5	1	1	1	1	1	347	472	846	514	2
Disentis/Muster	5	3	2	2	1	1	562	496	702	412	5
Merenschwand	5	1	2	1	1	1	649	698	627	197	3
Genthod	5	1	1	1	2	1	587	494	836	254	1
Ottenbach	5	1	1	1	1	1	564	548	845	207	4
Riggisberg	5	1	2	1	1	1	496	532	714	420	2
Claro	5	2	1	1	1	1	527	641	687	304	7
Sarmenstorf	5	1	2	1	1	1	604	618	673	251	3
Felben-Wellhausen	5	1	2	1	1	1	598	655	701	191	5
Saignelegier	5	1	2	1	1	1	564	582	617	382	2
Nebikon	5	1	1	1	1	1	577	629	655	280	6
Affeltrangen	5	1	3	1	1	1	639	582	664	250	5
Monte Carasso	5	2	1	1	1	1	460	685	690	298	7
Leytron	5	2	1	1	1	1	447	577	722	382	1
Freienstein-Teufen	5	1	1	1	1	1	599	565	776	187	4
Scuol	5	3	2	3	1	1	465	582	690	385	5
Oetwil an der Limmat	5	1	1	1	1	1	387	568	936	229	4
Othmarsingen	5	1	1	1	1	1	561	612	685	259	3
Ueberstorf	5	1	3	1	1	1	505	631	727	252	2
Ballwil	5	1	2	1	1	1	571	658	684	199	6
Roveredo (GR)	5	3	1	1	1	1	401	606	725	376	5
Schenkon	5	1	2	1	1	1	607	674	702	121	6
Laufenburg	5	1	1	1	1	1	486	579	641	390	3
Rudtligen-Alchenfluh	5	1	1	1	1	1	516	631	692	255	2
Bardonnex	5	1	1	1	1	1	544	620	738	192	1
Untervaz	5	2	1	2	1	2	606	625	641	221	5
Montagnola	5	1	1	1	1	1	594	478	696	324	7
Rothenthurm	5	2	2	1	1	1	650	698	544	197	6
Bussnang	5	1	3	1	1	1	625	545	600	315	5
Echandens	5	1	1	1	1	1	466	564	811	244	1
Eggersriet	5	1	2	1	1	1	578	497	759	245	5
Corseaux	5	1	1	1	1	1	399	464	737	479	1
Seftigen	5	1	1	1	1	1	505	578	708	285	2
Holstein	5	1	1	1	1	1	558	538	715	260	3
Silenen	5	3	2	2	1	1	527	524	677	340	6
Broc	5	1	1	1	1	1	513	566	627	362	2
Koppigen	5	1	2	1	1	1	552	505	675	334	2
Sant'Antonino	5	1	1	1	1	1	491	669	693	213	7
Courgenay	5	2	2	1	1	1	500	508	670	384	2
Savosa	5	1	1	1	1	1	346	603	715	397	7
Meisterschwanden	5	1	1	1	1	1	520	566	729	240	3
Gontenschwil	5	1	2	1	1	1	507	561	667	320	3
Kaisten	5	2	2	1	1	1	542	637	654	221	3
Diemtigen	5	3	3	3	1	1	541	526	655	332	2
Granges-Paccot	5	1	1	1	1	1	524	799	551	168	2
Chexbres	5	1	1	1	1	1	430	544	613	454	1
Wynigen	5	2	3	1	1	1	536	572	600	329	2
Wigoltingen	5	1	3	1	1	1	591	510	650	285	5
Anieres	5	1	1	1	1	1	576	485	690	280	1
Troinex	5	1	1	1	1	1	551	586	621	272	1
Felsberg	5	2	1	1	1	1	587	589	621	232	5
Waltenschwil	5	1	1	1	1	1	563	591	692	183	3
Pfeffingen	5	1	1	1	1	1	506	448	836	237	3
Rickenbach (ZH)	5	1	1	1	1	1	514	528	670	315	4
Aeschi bei Spiez	5	2	2	2	1	1	609	523	577	316	2
Zwingen	5	1	1	1	1	2	499	706	597	215	3
Rickenbach (LU)	5	1	2	1	1	1	650	591	537	239	6
Madiswil	5	1	2	1	1	1	476	605	594	340	2
Deitingen	5	1	2	1	1	1	509	505	698	299	2
Hallau	5	2	2	1	1	1	529	454	665	360	5
Nesslau	5	2	3	2	1	1	599	441	571	390	5
Hindelbank	5	1	2	1	1	1	469	583	689	259	2
Cugy (VD)	5	1	1	1	1	1	482	605	687	218	1
Rapperswil (BE)	5	1	3	1	1	1	502	532	656	300	2
Hagglingen	5	1	2	1	1	1	531	547	626	286	3
Zell (LU)	5	1	2	1	1	1	566	562	555	292	6
Wolfenschiessen	5	3	2	3	1	1	600	581	581	211	6
Ruthi (SG)	5	1	1	1	1	1	567	577	566	257	5
Lungern	5	3	2	2	1	1	526	507	577	355	6
Crans-pres-Celigny	5	1	1	1	1	1	487	524	739	213	1
Fischenthal	5	3	2	1	1	1	610	519	601	231	4
Walkringen	5	2	2	1	1	1	508	532	591	325	2
Geuensee	5	1	2	1	1	1	625	567	599	155	6
Zihlschlacht-Sitterdorf	5	1	2	1	1	1	609	506	596	231	5
Obergosgen	5	1	1	1	1	1	492	534	685	230	2
Rueggisberg	5	2	3	1	1	1	509	498	608	324	2
Wolfwil	5	1	2	1	1	1	483	478	640	338	2
Plaffeien	5	3	2	3	1	1	492	578	599	269	2
Grandvaux	5	1	1	1	1	1	424	479	763	271	1
Schwende	5	3	2	2	1	1	605	522	529	279	5
Gersau	5	2	1	1	1	1	464	481	657	332	6
Niederdorf	5	1	1	1	1	1	479	508	607	339	3
St.Antoni	5	1	3	1	1	1	489	575	670	190	2
Cressier (NE)	5	1	1	1	1	2	506	566	585	266	2
Cernier	5	1	1	1	1	1	471	496	647	307	2
Neuheim	5	1	2	1	1	1	530	611	661	118	6
Hauptwil-Gottshaus	5	1	2	1	1	1	569	538	540	267	5
Malans	5	1	1	1	1	1	514	578	545	271	5
Hirzel	5	1	2	1	1	1	527	470	657	246	4
Lonay	5	1	1	1	1	1	433	460	613	394	1
Buron	5	1	1	1	1	1	585	582	538	190	6
Lichtensteig	5	1	1	1	1	1	435	596	574	288	5
Werthenstein	5	1	2	1	1	1	512	566	560	254	6
Busswil bei Buren	5	1	1	1	1	1	512	540	642	197	2
Wangen an der Aare	5	1	1	1	1	1	453	534	592	310	2
Thierachern	5	1	2	1	1	1	454	517	681	236	2
Bilten	5	2	2	1	1	1	521	558	621	182	5
Alterswil	5	1	3	1	1	1	492	552	581	256	2
Ormalingen	5	1	1	1	1	1	476	533	585	287	3
Ennetmoos	5	2	2	1	1	1	542	578	586	169	6
Saint-Leonard	5	1	1	1	1	1	459	532	601	280	1
Trogen	5	1	2	1	1	1	550	412	622	283	5
Grone	5	2	1	1	1	1	469	507	602	288	1
Busserach	5	1	1	1	1	1	446	557	589	273	2
Gunzwil	5	1	3	1	1	1	558	539	556	204	6
Malleray	5	1	1	1	1	1	445	487	634	288	2
Otelfingen	5	1	1	1	1	2	455	562	650	185	4
Udligenswil	5	1	2	1	1	1	554	475	660	162	6
Nunningen	5	1	2	1	1	1	493	482	595	273	2
Oberbuchsiten	5	1	1	1	1	1	485	568	563	225	2
Brissago	5	2	1	1	1	1	284	436	621	492	7
Rain	5	1	2	1	1	1	588	543	519	181	6
Canobbio	5	1	1	1	1	1	336	601	627	261	7
Kleinandelfingen	5	1	2	1	1	1	481	491	626	223	4
Lupfig	5	1	1	1	1	2	390	562	646	221	3
Oberurnen	5	1	1	1	1	1	502	544	535	230	5
Arzier	5	3	1	2	1	1	534	425	669	183	1
Hergiswil bei Willisau	5	2	3	1	1	1	535	528	447	299	6
Pfyn	5	1	2	1	1	1	541	508	550	205	5
Altnau	5	1	2	1	1	1	544	495	598	167	5
Marthalen	5	1	2	1	1	1	464	478	602	259	4
Erlenbach im Simmental	5	2	2	2	1	1	486	440	550	326	2
Bellevue	5	1	1	1	1	1	518	439	705	139	1
Schonenberg (ZH)	5	1	2	1	1	1	469	443	642	246	4
Cully	5	1	1	1	1	1	361	458	640	339	1
Cadro	5	1	1	1	1	1	381	530	676	210	7
Zeiningen	5	1	2	1	1	1	430	474	672	221	3
Neuendorf	5	1	1	1	1	2	509	550	549	188	2
Oberegg	5	2	2	1	1	1	495	437	554	310	5
Mont-sur-Rolle	5	1	1	1	1	1	454	522	588	232	1
Wila	5	1	1	1	1	1	516	449	608	220	4
Biglen	5	1	1	1	1	1	453	522	544	271	2
Vordemwald	5	2	1	1	1	1	410	463	612	304	3
Fluelen	5	2	1	1	1	1	398	556	534	299	6
Inwil	5	1	2	1	1	1	503	609	496	175	6
Schleitheim	5	2	3	1	1	1	481	410	564	324	5
Marbach (SG)	5	1	1	1	1	1	584	485	511	199	5
Safnern	5	1	1	1	1	1	441	435	645	258	2
Bole	5	1	1	1	1	1	383	467	609	319	2
Gorgier	5	2	2	1	1	1	410	454	599	312	2
Farvagny	5	1	2	1	1	1	552	551	493	179	2
Brutten	5	1	2	1	1	1	428	492	651	203	4
Oberehrendingen	4	1	1	1	1	1	415	476	643	233	3
Endingen	4	1	2	1	1	1	437	524	599	206	3
Wilen (TG)	4	1	1	1	1	1	519	504	553	184	5
Remetschwil	4	1	1	1	1	1	504	515	609	131	3
Cadenazzo	4	1	1	1	1	2	399	575	581	200	7
Pfafers	4	3	2	3	1	1	528	458	511	257	5
Eiken	4	1	1	1	1	2	434	530	588	198	3
Danikon	4	1	1	1	1	1	489	592	557	111	4
Rehetobel	4	1	1	1	1	1	426	436	540	340	5
Stadel	4	1	2	1	1	1	401	503	592	243	4
Fluhli	4	3	3	3	2	1	511	499	480	247	6
Avully	4	1	1	1	1	1	497	547	581	111	1
Ettiswil	4	1	2	1	1	1	506	538	474	217	6
Martigny-Combe	4	3	1	1	1	1	412	490	573	256	1
Oberwil-Lieli	4	1	1	1	1	1	394	455	680	200	3
La Sarraz	4	1	2	1	1	1	435	514	545	234	1
Castel San Pietro	4	1	1	1	1	1	345	446	610	327	7
Neunkirch	4	2	2	1	1	1	480	442	570	230	5
St.Gallenkappel	4	2	3	1	1	1	541	467	493	218	5
Waldstatt	4	1	2	1	1	1	468	440	531	271	5
