STRATO	N	M1	M2	M3	M4	S1	S2	S3	S4	COST	CENS	DOM1	X1	X2	X3	X4	X5	X6	LABEL	STRATUM
4*3*3*2*1*1	2	450.5	388.5	463.5	280.5	17.6776695296637	21.920310216783	41.7193000900063	27.5771644662754	1	0	2	4	3	3	2	1	1	12	4*3*3*2*1*1
5*1*1*1*1*1	29	509.103448275862	580.241379310345	719.586206896552	326.310344827586	70.6759935134505	81.5999191055332	117.416084698021	93.8894119423316	1	0	2	5	1	1	1	1	1	11	5*1*1*1*1*1
5*1*1*1*1*2	5	526.6	671.8	676.8	287	25.7546112376017	142.368184648116	141.905602426402	133.695549664153	1	0	2	5	1	1	1	1	2	13	5*1*1*1*1*2
5*1*2*1*1*1	15	536.266666666667	583.2	677.666666666667	299.933333333333	61.8020649986328	89.8261813567896	99.4410569610149	58.7919657614477	1	0	2	5	1	2	1	1	1	11	5*1*2*1*1*1
5*1*2*1*1*2	1	632	728	750	325	0	0	0	0	1	0	2	5	1	2	1	1	2	4	5*1*2*1*1*2
5*1*3*1*1*1	5	516.2	586.8	660.6	270	43.4476696728375	48.9356720603692	52.2618407636011	60.2992537267253	1	0	2	5	1	3	1	1	1	4	5*1*3*1*1*1
5*2*1*1*1*1	2	538	607	690.5	374.5	29.698484809835	70.7106781186548	20.5060966544099	40.3050865276332	1	0	2	5	2	1	1	1	1	10	5*2*1*1*1*1
5*2*2*1*1*1	4	508.75	581.5	658.5	319.5	84.748156322129	170.155810949847	84.7919021290752	52.1312446299402	1	0	2	5	2	2	1	1	1	13	5*2*2*1*1*1
5*2*2*1*1*2	1	595	616	740	363	0	0	0	0	1	0	2	5	2	2	1	1	2	12	5*2*2*1*1*2
5*2*2*2*1*1	2	547.5	481.5	563.5	321	86.9741340859454	58.6898628384834	19.0918830920368	7.07106781186548	1	0	2	5	2	2	2	1	1	3	5*2*2*2*1*1
5*2*3*1*1*1	2	522.5	535	604	326.5	19.0918830920368	52.3259018078045	5.65685424949238	3.53553390593274	1	0	2	5	2	3	1	1	1	6	5*2*3*1*1*1
5*3*2*3*1*1	1	492	578	599	269	0	0	0	0	1	0	2	5	3	2	3	1	1	12	5*3*2*3*1*1
5*3*2*3*2*1	1	581	619	738	399	0	0	0	0	1	0	2	5	3	2	3	2	1	13	5*3*2*3*2*1
5*3*3*2*2*1	1	729	633	740	399	0	0	0	0	1	0	2	5	3	3	2	2	1	4	5*3*3*2*2*1
5*3*3*3*1*1	1	541	526	655	332	0	0	0	0	1	0	2	5	3	3	3	1	1	7	5*3*3*3*1*1
6*1*1*1*1*1	13	689	806.923076923077	994.076923076923	445.307692307692	93.7292199192262	108.778415091155	126.55068914501	108.084368755296	1	0	2	6	1	1	1	1	1	6	6*1*1*1*1*1
6*1*1*1*1*2	5	700.2	857	1017	453.8	85.0687956891362	52.225472712078	102.68885041717	107.278609237816	1	0	2	6	1	1	1	1	2	10	6*1*1*1*1*2
6*1*2*1*1*1	9	697.888888888889	783.666666666667	965.333333333333	425.555555555556	77.1580268741439	103.52898144964	69.8874094526332	62.3019082996482	1	0	2	6	1	2	1	1	1	13	6*1*2*1*1*1
6*1*3*1*1*1	2	824.5	855.5	958.5	393.5	130.814754519511	37.476659402887	137.885822331377	185.969083452062	1	0	2	6	1	3	1	1	1	6	6*1*3*1*1*1
6*2*2*1*1*1	5	706.4	778.4	912.8	480.2	74.0425553313768	113.511232924323	84.3783147497033	102.297116283891	1	0	2	6	2	2	1	1	1	11	6*2*2*1*1*1
6*2*2*1*2*1	1	845	813	1092	533	0	0	0	0	1	0	2	6	2	2	1	2	1	10	6*2*2*1*2*1
6*2*2*2*2*1	1	754	754	920	528	0	0	0	0	1	0	2	6	2	2	2	2	1	12	6*2*2*2*2*1
6*2*3*1*1*1	6	722.666666666667	831	951.5	443.333333333333	85.6333268457244	77.7920304401421	114.681733506256	87.1336138735601	1	0	2	6	2	3	1	1	1	10	6*2*3*1*1*1
6*2*3*2*1*1	1	710	667	760	416	0	0	0	0	1	0	2	6	2	3	2	1	1	7	6*2*3*2*1*1
6*3*2*3*1*1	1	643	695	1005	627	0	0	0	0	1	0	2	6	3	2	3	1	1	11	6*3*2*3*1*1
6*3*2*3*2*1	1	653	838	877	546	0	0	0	0	1	0	2	6	3	2	3	2	1	4	6*3*2*3*2*1
6*3*3*3*2*1	1	862	851	1038	574	0	0	0	0	1	0	2	6	3	3	3	2	1	13	6*3*3*3*2*1
7*1*1*1*1*1	10	863.9	990.5	1268.9	670.9	79.6763592430165	102.200510979371	154.434056405243	178.845339764713	1	0	2	7	1	1	1	1	1	13	7*1*1*1*1*1
7*1*1*1*1*2	5	898.8	1094	1299.6	587	79.2445581727856	149.041940406048	131.250904758786	94.578010129205	1	0	2	7	1	1	1	1	2	4	7*1*1*1*1*2
7*1*1*1*2*2	1	1275	1237	1333	592	0	0	0	0	1	0	2	7	1	1	1	2	2	12	7*1*1*1*2*2
7*1*2*1*1*1	4	981.75	1078.75	1365.75	531.25	74.7902622895075	107.086802797232	115.118417292803	35.1887766198258	1	0	2	7	1	2	1	1	1	13	7*1*2*1*1*1
7*1*2*1*1*2	2	1042.5	1213.5	1184	488	62.9325035256027	36.0624458405139	8.48528137423857	69.2964645562817	1	0	2	7	1	2	1	1	2	12	7*1*2*1*1*2
7*1*3*1*1*2	1	901	1015	1161	572	0	0	0	0	1	0	2	7	1	3	1	1	2	14	7*1*3*1*1*2
7*2*1*1*1*1	1	984	1156	1410	628	0	0	0	0	1	0	2	7	2	1	1	1	1	4	7*2*1*1*1*1
7*2*2*1*1*1	2	948	1014	1196.5	545	76.3675323681471	104.651803615609	4.94974746830583	134.350288425444	1	0	2	7	2	2	1	1	1	10	7*2*2*1*1*1
7*2*2*1*2*1	1	926	1022	1289	928	0	0	0	0	1	0	2	7	2	2	1	2	1	12	7*2*2*1*2*1
7*2*2*3*2*1	1	958	1063	1016	597	0	0	0	0	1	0	2	7	2	2	3	2	1	13	7*2*2*3*2*1
7*2*3*1*2*1	2	976	1127.5	1404.5	651.5	43.8406204335659	81.317279836453	234.052344572747	14.8492424049175	1	0	2	7	2	3	1	2	1	6	7*2*3*1*2*1
7*3*2*2*2*2	1	1101	1271	1423	594	0	0	0	0	1	0	2	7	3	2	2	2	2	11	7*3*2*2*2*2
7*3*2*3*2*1	1	857	1305	1242	665	0	0	0	0	1	0	2	7	3	2	3	2	1	14	7*3*2*3*2*1
8*1*1*1*1*1	3	1185	1558.33333333333	1688	761.666666666667	6.557438524302	254.563024285408	94.3027040969664	194.541340936402	1	0	2	8	1	1	1	1	1	10	8*1*1*1*1*1
8*1*1*1*1*2	7	1142	1384.57142857143	1587.57142857143	789.285714285714	137.434833042185	165.067518653082	153.817919570356	80.947955061085	1	0	2	8	1	1	1	1	2	6	8*1*1*1*1*2
8*1*1*1*2*2	1	1174	1405	1779	980	0	0	0	0	1	0	2	8	1	1	1	2	2	12	8*1*1*1*2*2
8*1*2*1*1*1	4	1249	1462	1698.5	705.25	103.076023723593	156.134557353585	152.272781546802	130.454014886473	1	0	2	8	1	2	1	1	1	7	8*1*2*1*1*1
8*1*2*1*1*2	1	1093	1461	1418	545	0	0	0	0	1	0	2	8	1	2	1	1	2	14	8*1*2*1*1*2
8*1*2*1*2*1	1	1080	1258	1498	770	0	0	0	0	1	0	2	8	1	2	1	2	1	12	8*1*2*1*2*1
8*1*3*1*2*2	1	1147	1254	1463	961	0	0	0	0	1	0	2	8	1	3	1	2	2	10	8*1*3*1*2*2
8*2*1*1*1*1	1	1078	1423	1675	1025	0	0	0	0	1	0	2	8	2	1	1	1	1	14	8*2*1*1*1*1
8*2*2*1*1*1	1	1273	1579	1772	687	0	0	0	0	1	0	2	8	2	2	1	1	1	10	8*2*2*1*1*1
8*2*2*1*2*1	1	1018	1272	1346	1171	0	0	0	0	1	0	2	8	2	2	1	2	1	14	8*2*2*1*2*1
8*2*2*1*2*2	1	1377	1569	1707	921	0	0	0	0	1	0	2	8	2	2	1	2	2	14	8*2*2*1*2*2
8*2*2*2*2*2	1	1128	1289	1492	814	0	0	0	0	1	0	2	8	2	2	2	2	2	5	8*2*2*2*2*2
8*2*3*1*2*1	1	1019	1118	1625	852	0	0	0	0	1	0	2	8	2	3	1	2	1	14	8*2*3*1*2*1
8*3*2*2*2*1	1	888	1019	1486	1103	0	0	0	0	1	0	2	8	3	2	2	2	1	4	8*3*2*2*2*1
8*3*3*2*2*2	1	1392	1382	1563	970	0	0	0	0	1	0	2	8	3	3	2	2	2	11	8*3*3*2*2*2
9*1*1*1*1*1	3	1365.33333333333	1742	2033.66666666667	1119.33333333333	128.484759148054	33.7786915081091	248.010752455077	348.622049407856	1	0	2	9	1	1	1	1	1	6	9*1*1*1*1*1
9*1*1*1*2*1	1	1250	1548	2091	997	0	0	0	0	1	0	2	9	1	1	1	2	1	6	9*1*1*1*2*1
9*1*2*1*2*2	1	1409	1512	2012	769	0	0	0	0	1	0	2	9	1	2	1	2	2	14	9*1*2*1*2*2
9*1*3*1*2*2	1	1600	2048	2266	798	0	0	0	0	1	0	2	9	1	3	1	2	2	10	9*1*3*1*2*2
9*2*2*1*2*1	1	1246	1233	2363	1051	0	0	0	0	1	0	2	9	2	2	1	2	1	6	9*2*2*1*2*1
9*2*2*1*2*2	1	1483	1855	2165	1250	0	0	0	0	1	0	2	9	2	2	1	2	2	4	9*2*2*1*2*2
9*2*3*1*2*2	1	1617	1653	2029	906	0	0	0	0	1	0	2	9	2	3	1	2	2	14	9*2*3*1*2*2
9*3*3*3*2*1	1	1887	1777	1970	1027	0	0	0	0	1	0	2	9	3	3	3	2	1	14	9*3*3*3*2*1
9*3*3*3*2*2	1	1679	2140	2031	1064	0	0	0	0	1	0	2	9	3	3	3	2	2	10	9*3*3*3*2*2
1*1*1*1*1*1	34	67.8823529411765	66.4705882352941	87.8823529411765	33.2941176470588	22.0862835617183	25.1459199583667	26.0765361915736	12.8216895113372	1	0	3	1	1	1	1	1	1	1	1*1*1*1*1*1
10*1*1*1*1*1	1	1634	2437	2655	887	0	0	0	0	1	0	3	10	1	1	1	1	1	2	10*1*1*1*1*1
10*1*1*1*2*1	1	1625	2187	2539	1210	0	0	0	0	1	0	3	10	1	1	1	2	1	3	10*1*1*1*2*1
10*1*1*1*2*2	4	1746.25	2360	2706.25	1511	121.694631489369	212.579396932064	266.902447846899	254.205953247887	1	0	3	10	1	1	1	2	2	4	10*1*1*1*2*2
10*1*2*1*2*1	1	1885	2312	3027	1210	0	0	0	0	1	0	3	10	1	2	1	2	1	5	10*1*2*1*2*1
10*1*2*1*2*2	1	1846	2016	2279	1117	0	0	0	0	1	0	3	10	1	2	1	2	2	1	10*1*2*1*2*2
10*2*2*1*2*2	1	2018	2465	2739	1075	0	0	0	0	1	0	3	10	2	2	1	2	2	5	10*2*2*1*2*2
11*1*1*1*1*2	2	1997.5	3065.5	3268.5	1446.5	386.787409309041	50.2045814642449	256.679761570717	1000.55609537896	1	0	3	11	1	1	1	1	2	5	11*1*1*1*1*2
11*1*1*1*2*1	1	1922	2468	3485	1488	0	0	0	0	1	0	3	11	1	1	1	2	1	5	11*1*1*1*2*1
11*1*1*1*2*2	3	2248.33333333333	2778.66666666667	3449	1717.33333333333	188.107238917946	257.721425832881	436.030962203374	561.488497952837	1	0	3	11	1	1	1	2	2	5	11*1*1*1*2*2
11*1*2*1*2*2	1	2343	3055	3432	1475	0	0	0	0	1	0	3	11	1	2	1	2	2	5	11*1*2*1*2*2
11*2*2*1*2*2	1	2378	3266	3504	1525	0	0	0	0	1	0	3	11	2	2	1	2	2	5	11*2*2*1*2*2
12*1*1*1*2*1	1	2510	3692	4950	2825	0	0	0	0	1	0	3	12	1	1	1	2	1	2	12*1*1*1*2*1
12*1*1*1*2*3	1	3198	4302	5256	2148	0	0	0	0	1	0	3	12	1	1	1	2	3	6	12*1*1*1*2*3
12*1*2*1*2*2	1	3303	3862	4284	1880	0	0	0	0	1	0	3	12	1	2	1	2	2	5	12*1*2*1*2*2
12*2*1*1*2*2	1	2781	3932	4153	2064	0	0	0	0	1	0	3	12	2	1	1	2	2	6	12*2*1*1*2*2
13*1*1*1*2*1	2	3737.5	4777	6481.5	4124	426.385389055488	828.729147550634	870.44844764064	1299.66226382087	1	0	3	13	1	1	1	2	1	6	13*1*1*1*2*1
13*1*1*1*2*2	3	3231	4809.33333333333	6092.66666666667	3175	352.501063828182	81.586355068316	1027.37643214809	258.052320276335	1	0	3	13	1	1	1	2	2	6	13*1*1*1*2*2
13*2*1*1*2*2	1	3211	5656	5191	2212	0	0	0	0	1	0	3	13	2	1	1	2	2	6	13*2*1*1*2*2
13*2*1*1*2*3	1	3502	4113	5939	3100	0	0	0	0	1	0	3	13	2	1	1	2	3	6	13*2*1*1*2*3
17*1*1*1*3*3	1	28161	50349	53734	34314	0	0	0	0	1	0	3	17	1	1	1	3	3	3	17*1*1*1*3*3
2*1*1*1*1*1	46	151.391304347826	156.891304347826	193.021739130435	65.8695652173913	36.423727468579	41.321088649136	39.7114532208054	19.2314657621908	1	0	3	2	1	1	1	1	1	7	2*1*1*1*1*1
2*1*2*1*1*1	8	148.875	150.375	190.25	82.625	36.1680107277135	33.3292557029749	43.9374555476304	12.5918057254935	1	0	3	2	1	2	1	1	1	7	2*1*2*1*1*1
2*2*2*1*1*1	2	200.5	175.5	223	107.5	3.53553390593274	9.19238815542512	32.5269119345812	0.707106781186548	1	0	3	2	2	2	1	1	1	8	2*2*2*1*1*1
3*1*1*1*1*1	36	250.805555555556	272.972222222222	320.888888888889	111.305555555556	49.5083366396549	51.8280046258011	55.6754769190056	37.9261081913196	1	0	3	3	1	1	1	1	1	8	3*1*1*1*1*1
3*1*1*1*1*2	2	278	221.5	298.5	104	59.39696961967	44.5477272147525	47.3761543394987	15.556349186104	1	0	3	3	1	1	1	1	2	2	3*1*1*1*1*2
3*1*2*1*1*1	12	263	249.333333333333	293.333333333333	110.166666666667	39.4231127409013	43.9593476114494	31.2303271409912	13.0581450258125	1	0	3	3	1	2	1	1	1	8	3*1*2*1*1*1
3*2*1*1*1*1	1	275	309	373	192	0	0	0	0	1	0	3	3	2	1	1	1	1	9	3*2*1*1*1*1
3*2*2*1*1*1	3	279.333333333333	295.666666666667	344.666666666667	141	39.5137107006332	41.5250928154692	18.2300118851671	31.1929479209644	1	0	3	3	2	2	1	1	1	8	3*2*2*1*1*1
4*1*1*1*1*1	40	369.525	391.35	489.575	158.425	52.9460235547148	60.4460132086518	73.2620472284427	39.535694680202	1	0	3	4	1	1	1	1	1	8	4*1*1*1*1*1
4*1*1*1*1*2	2	379.5	464.5	510	150.5	77.0746391493337	92.6309883354377	110.308657865101	67.175144212722	1	0	3	4	1	1	1	1	2	2	4*1*1*1*1*2
4*1*2*1*1*1	11	354.636363636364	375.818181818182	458.363636363636	174.454545454545	44.0619398739382	63.1819882273709	78.6311296208731	52.8419599113501	1	0	3	4	1	2	1	1	1	8	4*1*2*1*1*1
4*2*1*1*1*1	1	409	457	513	229	0	0	0	0	1	0	3	4	2	1	1	1	1	8	4*2*1*1*1*1
5*1*1*1*1*1	17	554.117647058824	614.117647058824	767.294117647059	292.235294117647	73.93991002238	92.099730152252	94.7983153238247	56.8666525871762	1	0	3	5	1	1	1	1	1	8	5*1*1*1*1*1
5*1*1*1*1*2	3	483.333333333333	626.666666666667	642.666666666667	231.666666666667	86.569817681068	73.111786555475	44.0945952848343	23.8607068908977	1	0	3	5	1	1	1	1	2	1	5*1*1*1*1*2
5*1*2*1*1*1	9	576.333333333333	601.777777777778	685.555555555556	269.444444444444	72.4862055842351	74.4509532809651	45.4755734189001	46.2712413684545	1	0	3	5	1	2	1	1	1	8	5*1*2*1*1*1
5*2*1*1*1*1	1	410	463	612	304	0	0	0	0	1	0	3	5	2	1	1	1	1	1	5*2*1*1*1*1
5*2*2*1*1*1	1	542	637	654	221	0	0	0	0	1	0	3	5	2	2	1	1	1	5	5*2*2*1*1*1
6*1*1*1*1*1	10	682.5	814.6	1025.7	450.5	103.994925089854	101.185418360992	144.733509903163	97.2228253949543	1	0	3	6	1	1	1	1	1	8	6*1*1*1*1*1
6*1*1*1*1*2	6	731.333333333333	840.166666666667	1029.33333333333	405.166666666667	90.3452636648245	93.732420574029	109.516513214522	91.8747335597044	1	0	3	6	1	1	1	1	2	9	6*1*1*1*1*2
6*1*2*1*1*1	5	765.2	778.6	988.8	360.8	67.684562493969	134.823217585103	126.813642799188	84.390165303784	1	0	3	6	1	2	1	1	1	9	6*1*2*1*1*1
6*1*3*1*1*2	1	949	981	962	390	0	0	0	0	1	0	3	6	1	3	1	1	2	9	6*1*3*1*1*2
6*2*2*1*1*1	1	691	742	871	437	0	0	0	0	1	0	3	6	2	2	1	1	1	4	6*2*2*1*1*1
7*1*1*1*1*1	10	956.2	1149.5	1410.3	466.7	100.749193545159	147.276195557116	126.084671726758	115.027581233565	1	0	3	7	1	1	1	1	1	4	7*1*1*1*1*1
7*1*1*1*1*2	6	939.666666666667	1056.5	1255.66666666667	483.166666666667	62.1374819788078	67.981615161748	100.205122956198	135.039870655546	1	0	3	7	1	1	1	1	2	4	7*1*1*1*1*2
7*1*2*1*1*1	1	1264	1131	1437	430	0	0	0	0	1	0	3	7	1	2	1	1	1	9	7*1*2*1*1*1
7*1*2*1*1*2	1	1034	1187	1284	523	0	0	0	0	1	0	3	7	1	2	1	1	2	5	7*1*2*1*1*2
8*1*1*1*1*1	2	1136.5	1431	1727	574.5	26.1629509039023	172.534054609518	55.1543289325507	57.2756492761104	1	0	3	8	1	1	1	1	1	2	8*1*1*1*1*1
8*1*1*1*1*2	4	1305.75	1509.25	1698.75	728.75	118.11964273566	136.98996313599	150.462343018666	149.225500501757	1	0	3	8	1	1	1	1	2	9	8*1*1*1*1*2
8*1*1*1*2*1	1	1098	1366	2122	922	0	0	0	0	1	0	3	8	1	1	1	2	1	4	8*1*1*1*2*1
8*1*1*1*2*2	1	1177	1507	1816	825	0	0	0	0	1	0	3	8	1	1	1	2	2	9	8*1*1*1*2*2
8*1*2*1*1*1	1	1141	1360	1773	519	0	0	0	0	1	0	3	8	1	2	1	1	1	1	8*1*2*1*1*1
8*1*2*1*1*2	1	1256	1566	1605	652	0	0	0	0	1	0	3	8	1	2	1	1	2	9	8*1*2*1*1*2
8*1*2*1*2*1	1	1221	1426	1515	653	0	0	0	0	1	0	3	8	1	2	1	2	1	9	8*1*2*1*2*1
8*2*1*1*1*2	1	1110	1423	1601	723	0	0	0	0	1	0	3	8	2	1	1	1	2	9	8*2*1*1*1*2
8*2*2*1*2*1	1	1139	1374	1756	756	0	0	0	0	1	0	3	8	2	2	1	2	1	9	8*2*2*1*2*1
9*1*1*1*1*1	1	1511	1875	2040	702	0	0	0	0	1	0	3	9	1	1	1	1	1	9	9*1*1*1*1*1
9*1*1*1*1*2	3	1434.33333333333	1836	2002.33333333333	932.666666666667	147.757684515335	106.714572575633	93.0071681825295	219.16280097985	1	0	3	9	1	1	1	1	2	9	9*1*1*1*1*2
9*1*1*1*2*2	2	1453	1977.5	2069	958	175.362481734264	70.0035713374682	257.386868351903	103.237590053236	1	0	3	9	1	1	1	2	2	2	9*1*1*1*2*2
9*1*2*1*2*2	2	1612	1893	2235	967	8.48528137423857	76.3675323681471	206.475180106472	90.5096679918781	1	0	3	9	1	2	1	2	2	9	9*1*2*1*2*2
9*2*2*1*2*1	1	1507	1655	2024	929	0	0	0	0	1	0	3	9	2	2	1	2	1	4	9*2*2*1*2*1
1*1*1*1*1*1	2	81.5	86.5	94.5	46	6.36396103067893	4.94974746830583	26.1629509039023	19.7989898732233	1	0	4	1	1	1	1	1	1	1	1*1*1*1*1*1
10*1*1*1*2*1	2	1448.5	2124	2744.5	1455.5	296.277741317163	342.239682094289	135.057395206631	40.3050865276332	1	0	4	10	1	1	1	2	1	1	10*1*1*1*2*1
10*1*2*1*1*2	1	1965	2485	2589	550	0	0	0	0	1	0	4	10	1	2	1	1	2	2	10*1*2*1*1*2
10*1*2*1*2*1	3	1842.33333333333	2094	2857.66666666667	998.666666666667	63.4455146825474	265.548488980826	407.961190964696	85.6407224008143	1	0	4	10	1	2	1	2	1	1	10*1*2*1*2*1
10*1*2*1*2*2	2	1829.5	2387	2610	803	96.873629022557	25.4558441227157	113.137084989848	73.539105243401	1	0	4	10	1	2	1	2	2	3	10*1*2*1*2*2
10*1*3*1*2*1	1	2301	2468	2964	952	0	0	0	0	1	0	4	10	1	3	1	2	1	3	10*1*3*1*2*1
10*2*3*1*2*2	1	2204	2280	2572	1365	0	0	0	0	1	0	4	10	2	3	1	2	2	3	10*2*3*1*2*2
11*1*1*1*2*1	1	1931	2847	4047	2837	0	0	0	0	1	0	4	11	1	1	1	2	1	3	11*1*1*1*2*1
11*1*1*1*2*2	2	2307	3065	3290.5	1448	373.352380466497	207.889393668845	197.282791951047	202.232539419353	1	0	4	11	1	1	1	2	2	4	11*1*1*1*2*2
11*1*2*1*2*1	3	2342	2999	4006.33333333333	1786.33333333333	154.048693600433	166.288905222207	304.398313617755	342.71319398782	1	0	4	11	1	2	1	2	1	3	11*1*2*1*2*1
11*1*2*1*2*2	2	2429	2925.5	3268.5	1330	244.658946290545	212.839141137151	136.471608769004	83.4386001800126	1	0	4	11	1	2	1	2	2	3	11*1*2*1*2*2
11*2*3*1*2*2	1	2250	2577	3121	1209	0	0	0	0	1	0	4	11	2	3	1	2	2	4	11*2*3*1*2*2
12*1*1*1*2*1	1	2238	4225	3984	1615	0	0	0	0	1	0	4	12	1	1	1	2	1	1	12*1*1*1*2*1
12*1*1*1*2*2	2	2483	4025	4105.5	2034	285.671139599365	572.756492761103	58.6898628384834	84.8528137423857	1	0	4	12	1	1	1	2	2	5	12*1*1*1*2*2
12*1*2*1*2*1	1	2212	2964	4409	2899	0	0	0	0	1	0	4	12	1	2	1	2	1	5	12*1*2*1*2*1
12*1*2*1*2*2	1	3333	4796	4893	1048	0	0	0	0	1	0	4	12	1	2	1	2	2	4	12*1*2*1*2*2
12*1*2*1*2*3	1	3280	5040	5176	1602	0	0	0	0	1	0	4	12	1	2	1	2	3	4	12*1*2*1*2*3
12*2*2*1*2*2	1	3229	4295	4770	1705	0	0	0	0	1	0	4	12	2	2	1	2	2	5	12*2*2*1*2*2
12*2*3*1*2*2	1	2916	4598	5068	1909	0	0	0	0	1	0	4	12	2	3	1	2	2	4	12*2*3*1*2*2
13*1*1*1*2*1	2	3083	4716	5564	2450.5	155.56349186104	26.8700576850888	141.42135623731	28.9913780286484	1	0	4	13	1	1	1	2	1	5	13*1*1*1*2*1
13*1*2*1*2*2	3	3918.66666666667	5726.66666666667	6093.66666666667	2522	540.215080623758	306.211256052637	511.451203276846	318.75382350648	1	0	4	13	1	2	1	2	2	4	13*1*2*1*2*2
13*2*2*1*2*2	1	3600	5226	5949	2657	0	0	0	0	1	0	4	13	2	2	1	2	2	4	13*2*2*1*2*2
14*1*1*1*2*2	1	4549	6828	6990	2986	0	0	0	0	1	0	4	14	1	1	1	2	2	5	14*1*1*1*2*2
14*1*2*1*2*2	1	4241	7531	7485	2959	0	0	0	0	1	0	4	14	1	2	1	2	2	4	14*1*2*1*2*2
14*2*3*1*2*2	1	6341	9001	9564	3665	0	0	0	0	1	0	4	14	2	3	1	2	2	4	14*2*3*1*2*2
16*3*3*1*3*3	1	18942	28958	27696	14887	0	0	0	0	1	0	4	16	3	3	1	3	3	6	16*3*3*1*3*3
18*3*2*1*3*3	1	57324	131422	108178	66349	0	0	0	0	1	0	4	18	3	2	1	3	3	6	18*3*2*1*3*3
2*1*1*1*1*1	12	144.333333333333	149.583333333333	181.916666666667	58.1666666666667	30.1641971197443	31.5348532531383	29.8312171248763	14.0054102100408	1	0	4	2	1	1	1	1	1	2	2*1*1*1*1*1
2*1*2*1*1*1	9	177.222222222222	156.888888888889	211.777777777778	72.8888888888889	35.4886523334494	24.6599089842422	39.8897786963583	9.7524925588852	1	0	4	2	1	2	1	1	1	2	2*1*2*1*1*1
3*1*1*1*1*1	7	227.285714285714	283.142857142857	349.285714285714	110.428571428571	27.8550670777286	62.3710097492646	72.3365151812791	17.6054645196422	1	0	4	3	1	1	1	1	1	2	3*1*1*1*1*1
3*1*2*1*1*1	11	268.545454545455	252.727272727273	321.454545454545	120.181818181818	36.9360626931557	36.9461524629857	40.0159059284271	30.5673622735694	1	0	4	3	1	2	1	1	1	2	3*1*2*1*1*1
4*1*1*1*1*1	10	386.5	408.4	523.1	177.7	56.523839611658	80.6007995548983	55.3924383126634	70.0222980358559	1	0	4	4	1	1	1	1	1	2	4*1*1*1*1*1
4*1*2*1*1*1	6	378.333333333333	370.833333333333	518.666666666667	168.5	21.0776342758543	73.202231295683	84.7930814787779	41.0499695493188	1	0	4	4	1	2	1	1	1	2	4*1*2*1*1*1
5*1*1*1*1*1	10	562.2	615.4	771.1	233.4	73.6354383281432	99.821173438638	91.2084913201007	48.1506893916265	1	0	4	5	1	1	1	1	1	2	5*1*1*1*1*1
5*1*1*1*1*2	1	455	562	650	185	0	0	0	0	1	0	4	5	1	1	1	1	2	1	5*1*1*1*1*2
5*1*2*1*1*1	6	477.666666666667	513.833333333333	687.5	231.666666666667	33.30865753324	97.273668927756	128.658851230687	21.9241115365405	1	0	4	5	1	2	1	1	1	7	5*1*2*1*1*1
5*3*2*1*1*1	1	610	519	601	231	0	0	0	0	1	0	4	5	3	2	1	1	1	2	5*3*2*1*1*1
6*1*1*1*1*1	6	674.666666666667	853	1104	383.166666666667	98.6542785015767	109.209889662063	126.053956701089	99.9428169838467	1	0	4	6	1	1	1	1	1	7	6*1*1*1*1*1
6*1*1*1*1*2	1	746	1172	1110	233	0	0	0	0	1	0	4	6	1	1	1	1	2	2	6*1*1*1*1*2
6*1*2*1*1*1	7	764.714285714286	785.142857142857	1089.71428571429	324.571428571429	86.127259110602	50.7491496527399	106.695383039309	62.9625739172543	1	0	4	6	1	2	1	1	1	7	6*1*2*1*1*1
6*1*2*1*1*2	1	967	992	1040	396	0	0	0	0	1	0	4	6	1	2	1	1	2	3	6*1*2*1*1*2
6*2*2*1*1*1	1	561	727	1083	237	0	0	0	0	1	0	4	6	2	2	1	1	1	2	6*2*2*1*1*1
7*1*1*1*1*1	5	850	1113.6	1352.4	493.6	120.896650077659	239.030960337777	111.010359876905	97.4643524577063	1	0	4	7	1	1	1	1	1	7	7*1*1*1*1*1
7*1*1*1*1*2	1	1094	1404	1392	292	0	0	0	0	1	0	4	7	1	1	1	1	2	2	7*1*1*1*1*2
7*1*2*1*1*1	7	1023.42857142857	1132.14285714286	1379.57142857143	421.857142857143	73.0110885250936	160.869956353394	94.4331459161403	95.0200480099306	1	0	4	7	1	2	1	1	1	7	7*1*2*1*1*1
7*1*2*1*1*2	1	1087	1173	1430	382	0	0	0	0	1	0	4	7	1	2	1	1	2	5	7*1*2*1*1*2
7*2*2*1*1*1	1	1170	1084	1333	504	0	0	0	0	1	0	4	7	2	2	1	1	1	3	7*2*2*1*1*1
7*2*2*1*1*2	2	1050.5	1041	1280	554.5	231.223917448001	108.894444302728	142.835569799683	12.0208152801713	1	0	4	7	2	2	1	1	2	3	7*2*2*1*1*2
7*2*3*1*1*1	1	1116	1141	1462	453	0	0	0	0	1	0	4	7	2	3	1	1	1	2	7*2*3*1*1*1
8*1*1*1*1*1	6	1045.66666666667	1280.33333333333	1761	753.333333333333	164.250621510747	168.820219957998	67.5721836261046	213.135324774348	1	0	4	8	1	1	1	1	1	1	8*1*1*1*1*1
8*1*1*1*1*2	1	1224	1531	1635	492	0	0	0	0	1	0	4	8	1	1	1	1	2	1	8*1*1*1*1*2
8*1*1*1*2*1	1	903	1043	1738	866	0	0	0	0	1	0	4	8	1	1	1	2	1	7	8*1*1*1*2*1
