DOMAINVALUE,STRATUM,PROGR,REG,X1,X2,X3,X4,X5,X6,ID,Y1,Y2,Y3,Y4,LABEL,STRATO,WEIGHTS
5,1*2*1*2*1*1,2515,5,1,2,1,2,1,1,Conters im Prattigau,44,43,66,41,5,5,7.83333333333333
5,1*2*1*2*1*1,2430,5,1,2,1,2,1,1,Peist,68,58,59,44,5,5,7.83333333333333
5,4*1*3*1*1*1,1050,5,4,1,3,1,1,1,Huttwilen,404,362,468,164,5,5,7.83333333333333
5,1*2*1*1*1*1,2648,5,1,2,1,1,1,1,Molinis,42,32,37,25,5,5,7.83333333333333
5,5*2*2*1*1*1,841,5,5,2,2,1,1,1,Bilten,521,558,621,182,5,5,7.83333333333333
5,1*2*1*2*1*1,2608,5,1,2,1,2,1,1,Tschierv,40,31,56,27,5,5,7.83333333333333
5,10*1*2*1*1*2,191,5,10,1,2,1,1,2,Igis,2001,2019,2319,889,6,6,4.33333333333333
5,1*2*2*1*1*1,2276,5,1,2,2,1,1,1,Valendas,78,64,102,50,6,6,4.33333333333333
5,10*1*1*1*1*1,148,5,10,1,1,1,1,1,Rorschach,1876,2575,2619,1577,6,6,4.33333333333333
5,9*1*1*1*2*1,214,5,9,1,1,1,2,1,Rorschacherberg,1619,1638,2197,1029,7,7,2.66666666666667
5,5*3*2*3*1*1,760,5,5,3,2,3,1,1,Scuol,465,582,690,385,7,7,2.66666666666667
5,11*1*2*1*2*2,127,5,11,1,2,1,2,2,Weinfelden,2104,2732,2911,1709,7,7,2.66666666666667
5,11*1*1*1*2*2,140,5,11,1,1,1,2,2,Romanshorn,2189,2370,2829,1688,8,8,2.66666666666667
5,13*2*2*1*2*2,43,5,13,2,2,1,2,2,Jona,4017,5001,5939,1990,8,8,2.66666666666667
5,8*3*2*2*1*2,343,5,8,3,2,2,1,2,Walenstadt,1216,1270,1395,651,8,8,2.66666666666667
5,11*1*3*1*2*2,98,5,11,1,3,1,2,2,Amriswil,3008,3283,3378,1688,9,9,4
5,9*2*2*1*1*2,218,5,9,2,2,1,1,2,Domat/Ems,1501,1796,2252,823,9,9,4
5,12*1*2*1*2*2,90,5,12,1,2,1,2,2,Uzwil,3246,3353,3755,1623,10,10,1
5,16*2*3*1*3*3,7,5,16,2,3,1,3,3,St.Gallen,14337,24309,21334,12646,11,11,1
5,15*2*2*1*2*3,14,5,15,2,2,1,2,3,Schaffhausen,6957,9343,10940,6388,11,11,1
5,15*2*2*1*2*3,15,5,15,2,2,1,2,3,Chur,6883,10287,10581,5238,11,11,1
5,7*2*2*2*1*2,368,5,7,2,2,2,1,2,Sevelen,1181,1272,1384,416,12,12,18.4
5,2*1*1*1*1*1,1869,5,2,1,1,1,1,1,Maladers,108,148,171,79,12,12,18.4
5,2*2*1*2*1*1,2054,5,2,2,1,2,1,1,Lumbrein,106,78,120,95,12,12,18.4
5,3*1*2*1*1*1,1346,5,3,1,2,1,1,1,Stettfurt,294,264,316,97,12,12,18.4
5,3*1*2*1*1*1,1347,5,3,1,2,1,1,1,Waldi,270,275,309,116,12,12,18.4
5,3*2*2*1*1*1,1195,5,3,2,2,1,1,1,Thundorf,348,318,388,136,13,13,8.5
5,8*1*1*1*1*2,318,5,8,1,1,1,1,2,Sargans,1114,1343,1582,726,13,13,8.5
5,4*1*2*1*1*1,1068,5,4,1,2,1,1,1,Stein (AR),388,349,414,204,14,14,10.4
5,5*1*1*1*1*1,881,5,5,1,1,1,1,1,Marbach (SG),584,485,511,199,14,14,10.4
5,7*1*2*1*1*1,422,5,7,1,2,1,1,1,Speicher,965,950,1395,543,14,14,10.4
5,5*1*1*1*1*1,673,5,5,1,1,1,1,1,Horn,564,698,734,425,14,14,10.4
5,5*1*1*1*1*1,658,5,5,1,1,1,1,1,Ilanz,595,684,737,472,14,14,10.4
5,5*2*1*1*1*1,795,5,5,2,1,1,1,1,Felsberg,587,589,621,232,15,15,5.5
5,7*1*1*1*1*1,392,5,7,1,1,1,1,1,Rebstein,1113,1114,1280,548,15,15,5.5
5,6*2*2*2*2*1,615,5,6,2,2,2,2,1,Vaz/Obervaz,573,859,859,400,16,16,10
5,6*2*2*2*2*1,649,5,6,2,2,2,2,1,Flims,541,814,829,365,16,16,10
5,8*1*2*1*2*1,261,5,8,1,2,1,2,1,Teufen (AR),1243,1373,1848,1071,16,16,10
5,5*1*3*1*1*1,726,5,5,1,3,1,1,1,Benken (SG),709,611,643,265,17,17,4.5
5,8*1*1*2*2*1,254,5,8,1,1,2,2,1,St.Moritz,925,2015,2008,641,17,17,4.5
5,5*3*1*1*1*1,765,5,5,3,1,1,1,1,Roveredo (GR),401,606,725,376,18,18,4
5,6*1*1*1*1*2,491,5,6,1,1,1,1,2,Berneck,899,874,1058,458,18,18,4
6,4*1*1*1*1*1,1128,6,4,1,1,1,1,1,Dierikon,389,405,387,98,1,1,5.125
6,5*1*2*1*1*1,856,6,5,1,2,1,1,1,Rain,588,543,519,181,1,1,5.125
6,7*2*2*2*1*1,420,6,7,2,2,2,1,1,Burglen (UR),1100,1104,1120,554,1,1,5.125
6,1*1*1*1*1*1,2831,6,1,1,1,1,1,1,Riemenstalden,12,15,18,14,1,1,5.125
6,5*1*2*1*1*2,801,6,5,1,2,1,1,2,Rickenbach (LU),650,591,537,239,1,1,5.125
6,4*1*1*1*1*1,1169,6,4,1,1,1,1,1,Egolzwil,385,400,329,112,1,1,5.125
6,5*1*2*1*1*1,766,6,5,1,2,1,1,1,Schenkon,607,674,702,121,1,1,5.125
6,1*1*1*1*1*1,2235,6,1,1,1,1,1,1,Ohmstal,96,102,78,41,1,1,5.125
6,3*1*2*1*1*1,1519,6,3,1,2,1,1,1,Winikon,253,217,246,72,2,2,4.5
6,1*1*1*2*1*1,2478,6,1,1,1,2,1,1,Hospental,41,55,65,45,2,2,4.5
6,6*1*2*1*1*1,622,6,6,1,2,1,1,1,Oberkirch,733,889,763,276,3,3,4
6,6*1*2*1*1*1,593,6,6,1,2,1,1,1,Steinen,801,914,746,314,3,3,4
6,16*1*1*1*2*2,8,6,16,1,1,1,2,2,Luzern,9533,18843,18177,12943,4,4,1
6,9*2*2*1*2*1,196,6,9,2,2,1,2,1,Schubelbach,2040,2146,2158,686,4,4,1
6,1*2*1*2*1*1,2582,6,1,2,1,2,1,1,Innerthal,46,44,56,21,4,4,1
6,10*1*1*1*1*2,144,6,10,1,1,1,1,2,Steinhausen,2222,2930,2883,766,5,5,6.5
6,10*1*1*1*2*2,161,6,10,1,1,1,2,2,Sursee,1908,2513,2509,1129,5,5,6.5
6,11*2*3*1*2*2,107,6,11,2,3,1,2,2,Kussnacht am Rigi,2707,3168,3406,1423,6,6,1.35714285714286
6,9*1*1*1*1*1,238,6,9,1,1,1,1,1,Wollerau,1348,1767,2286,673,6,6,1.35714285714286
6,12*3*3*2*2*2,76,6,12,3,3,2,2,2,Schwyz,3537,4144,4172,1949,6,6,1.35714285714286
6,14*2*2*1*2*2,25,6,14,2,2,1,2,2,Zug,4343,7093,7667,3870,6,6,1.35714285714286
6,14*1*2*1*2*3,20,6,14,1,2,1,2,3,Emmen,6621,7924,8608,3732,6,6,1.35714285714286
6,8*2*2*1*1*1,331,6,8,2,2,1,1,1,Altendorf,1196,1372,1597,473,6,6,1.35714285714286
6,4*2*3*2*1*1,908,6,4,2,3,2,1,1,Hasle (LU),506,474,465,256,6,6,1.35714285714286
6,13*1*2*1*2*2,55,6,13,1,2,1,2,2,Littau,3962,4998,5098,1871,6,6,1.35714285714286
6,12*1*2*1*2*2,80,6,12,1,2,1,2,2,Freienbach,2963,4174,4432,1486,6,6,1.35714285714286
6,2*2*2*1*1*1,1972,6,2,2,2,1,1,1,Alpthal,128,131,106,80,6,6,1.35714285714286
6,14*2*2*1*2*2,23,6,14,2,2,1,2,2,Kriens,5656,7082,8108,3896,6,6,1.35714285714286
6,8*2*3*1*1*1,347,6,8,2,3,1,1,1,Menzingen,1108,1363,1270,754,6,6,1.35714285714286
6,8*1*2*1*1*1,298,6,8,1,2,1,1,1,Adligenswil,1550,1251,1873,336,6,6,1.35714285714286
6,8*1*2*1*1*1,342,6,8,1,2,1,1,1,Wangen (SZ),1247,1399,1400,494,6,6,1.35714285714286
6,13*2*3*1*2*2,33,6,13,2,3,1,2,2,Baar,4323,6496,6307,2281,7,7,1
6,4*2*3*1*1*1,993,6,4,2,3,1,1,1,Luthern,473,405,385,257,8,8,7.5
6,2*1*1*1*1*1,2103,6,2,1,1,1,1,1,Buchs (LU),123,110,87,54,8,8,7.5
6,2*2*1*2*1*1,1947,6,2,2,1,2,1,1,Wassen,88,105,151,121,8,8,7.5
6,6*3*3*2*2*1,480,6,6,3,3,2,2,1,Entlebuch,973,921,901,571,8,8,7.5
6,5*2*2*1*1*1,772,6,5,2,2,1,1,1,Rothenthurm,650,698,544,197,9,9,6.4
6,7*2*3*1*2*2,382,6,7,2,3,1,2,2,Willisau Land,1172,1210,1142,581,9,9,6.4
6,7*3*2*3*1*1,465,6,7,3,2,3,1,1,Muotathal,1069,1017,972,449,9,9,6.4
6,3*1*1*1*1*1,1333,6,3,1,1,1,1,1,Gettnau,289,311,274,116,9,9,6.4
6,6*2*2*2*1*1,581,6,6,2,2,2,1,1,Beckenried,709,843,880,393,9,9,6.4
6,4*1*2*1*1*1,1145,6,4,1,2,1,1,1,Eich,347,354,448,107,10,10,7
6,3*2*2*1*1*1,1337,6,3,2,2,1,1,1,Vorderthal,291,268,298,131,10,10,7
6,5*3*2*3*1*1,811,6,5,3,2,3,1,1,Wolfenschiessen,600,581,581,211,11,11,5.33333333333333
6,7*1*2*1*1*1,468,6,7,1,2,1,1,1,Sempach,1030,1018,1112,323,11,11,5.33333333333333
6,5*2*1*1*1*1,878,6,5,2,1,1,1,1,Fluelen,398,556,534,299,11,11,5.33333333333333
7,1*1*1*1*1*1,2739,7,1,1,1,1,1,1,Carabietta,21,23,27,29,1,1,19
7,1*1*1*1*1*1,2174,7,1,1,1,1,1,1,Caneggio,75,88,126,54,1,1,19
7,1*1*1*1*1*1,2473,7,1,1,1,1,1,1,Vezio,46,63,66,33,1,1,19
7,1*2*1*1*1*1,2839,7,1,2,1,1,1,1,Rossura,6,8,23,18,2,2,20.5
7,1*2*1*1*1*1,2569,7,1,2,1,1,1,1,Lodano,39,40,65,27,2,2,20.5
7,10*1*1*1*1*1,167,7,10,1,1,1,1,1,Chiasso,1257,2186,2538,1739,3,3,2
7,10*1*1*1*1*1,185,7,10,1,1,1,1,1,Pregassona,1602,2417,2431,904,3,3,2
7,9*1*1*1*2*2,233,7,9,1,1,1,2,2,Mendrisio,1012,1727,2069,1338,3,3,2
7,3*3*1*2*1*1,1473,7,3,3,1,2,1,1,Olivone,163,231,256,195,3,3,2
7,5*1*1*1*1*1,733,7,5,1,1,1,1,1,Camorino,496,623,757,334,4,4,3
7,5*1*1*1*1*1,771,7,5,1,1,1,1,1,Montagnola,594,478,696,324,4,4,3
7,10*1*1*1*2*2,184,7,10,1,1,1,2,2,Giubiasco,1526,2147,2455,1290,4,4,3
7,13*2*1*1*2*2,47,7,13,2,1,1,2,2,Bellinzona,3170,4709,5432,3152,5,5,1.5
7,12*2*2*1*2*2,65,7,12,2,2,1,2,2,Locarno,2929,4166,4730,2736,5,5,1.5
7,2*2*1*1*1*1,1888,7,2,2,1,1,1,1,Cevio,93,107,165,132,6,6,26
7,2*1*1*1*1*1,1923,7,2,1,1,1,1,1,Brione sopra Minusio,71,110,200,103,6,6,26
7,2*2*1*2*1*1,1913,7,2,2,1,2,1,1,Aquila,108,110,153,116,7,7,3
7,6*1*1*1*1*1,598,7,6,1,1,1,1,1,Vacallo,517,770,989,482,7,7,3
7,3*1*1*1*1*1,1484,7,3,1,1,1,1,1,Genestrerio,146,283,278,120,8,8,6.6
7,4*1*1*1*1*2,1000,7,4,1,1,1,1,2,Bioggio,326,460,499,219,8,8,6.6
7,3*1*1*1*1*1,1220,7,3,1,1,1,1,1,Origlio,294,297,419,148,8,8,6.6
7,7*1*1*1*1*2,450,7,7,1,1,1,1,2,Stabio,834,1136,1186,471,8,8,6.6
7,3*1*1*1*1*1,1310,7,3,1,1,1,1,1,Gravesano,227,297,383,115,8,8,6.6
7,4*1*1*1*1*1,1174,7,4,1,1,1,1,1,Cureglia,292,350,454,123,9,9,9
7,4*1*1*1*1*1,1013,7,4,1,1,1,1,1,Ponte Capriasca,344,436,534,164,9,9,9
7,6*1*1*1*1*2,474,7,6,1,1,1,1,2,Balerna,651,956,1104,704,10,10,2.5
7,8*1*1*1*1*1,317,7,8,1,1,1,1,1,Breganzona,1058,1333,1607,784,10,10,2.5
7,7*1*1*1*1*1,441,7,7,1,1,1,1,1,Paradiso,625,1202,1235,632,11,11,4.5
7,7*1*1*1*1*1,383,7,7,1,1,1,1,1,Morbio Inferiore,846,1169,1399,691,11,11,4.5
7,9*2*1*1*2*2,245,7,9,2,1,1,2,2,Losone,1194,1828,2068,817,12,12,1.5
7,9*3*1*1*2*2,250,7,9,3,1,1,2,2,Biasca,1253,1630,1984,928,12,12,1.5
7,9*1*1*1*2*1,215,7,9,1,1,1,2,1,Minusio,1126,1623,2278,1401,13,13,1
